F200000599,365389
F200003988,203
F200020245,7051
F200020247,632
F200020274,461
F200022012,830623
F200043478,41
F200043486,40
F200043487,40
F200028498,2048
F200036509,7
F200036510,7
F200048003,34
F200048063,37
F200048064,37
F200052355,1125
F200074037,57
F200074038,45
F200044804,137
F200073444,9
F200055154,7
F200073681,34
F200069111,352975
