apicd,apiname,opercd,opername
15058115,한국마사회 경주마 상세정보,22297,경주마 상세정보
15058158,한국마사회 전자입찰 공고정보,22397,전자입찰 공고정보
15058226,농림수산식품교육문화정보원_농수축산물 표준코드 매핑 정보 서비스,11751,신구표준품목목록조회
15058258,한국마사회 3착마 적중승식 예상배당률 정보,22329,"예상배당률정보(삼복승식,삼쌍승식)"
15058461,서울올림픽기념국민체육진흥공단_경정 - 선수정보,9709,경정선수정보 목록조회
15058290,서울올림픽기념국민체육진흥공단_체육과학논총,9717,체육과학논총 목록조회
15058291,한국관광공사_불어 관광정보 서비스,4520,지역코드조회
15058295,한국마사회 전국 승마장 정보,25232,전국 승마장 정보
15058305,한국마사회 경주기록 정보,22309,전국 경주기록 정보
15058353,한국마사회 포입말 정보,22340,포입말 정보
15058399,"한국마사회 마필,기수,조교사 통산경주기록",22312,통산 경주기록
15058428,예금보험공사_영업정지저축은행 주요 재무현황 보고서 조회 서비스,21758,예금금액별 현황 조회
15058433,서울시설공단_서울시립화장장 연령별 화장통계,10343,연령별 화장이용 현황 정보
15058434,대전광역시도시철도공사_승차권종별통행량,8555,승차권종별통행량 조회
15058460,한국문화예술위원회_아르코예술인력개발원 무대교육 프로그램,8519,아르코예술인력개발원 무대교육 프로그램
15058477,한국마사회 전자입찰 낙찰정보,22398,전자입찰 낙찰정보
15058496,한국문화예술위원회_문학광장 월간 문장웹진 호당 목차 목록,8525,사이버문학광장 월간 문장웹진 목차 목록
15058502,서울올림픽기념국민체육진흥공단_스포츠개발원 - 연구과제종합보고서 정보,9713,연구과제종합보고서 목록조회
15058529,한국마사회 전자입찰 계약정보,22399,전자입찰 계약정보
15058559,한국마사회 예상배당률 통합 정보,22400,예상배당률 통합 정보
15058623,여수광양항만공사_출항정보,6501,선박 출항정보 조회
15058627,농림수산식품교육문화정보원_팜맵기반 농업기상 조회 서비스,21635,좌표기반 시간별 농업기상 상세조회
15058643,여수광양항만공사_국가별 컨테이너 물동량 통계,6490,국가별 컨테이너 물동량 통계정보 조회
15058655,농림수산식품교육문화정보원_팜맵기반 토양검정 조회 서비스,21653,좌표기반 토양검정 상세조회
15058659,서울시설공단_서울월드컵경기장 보조경기장 사용정보,6346,월드컵보조경기장 사용정보 조회 서비스
15058677,한국마사회 출전표 상세정보,22379,출전표 정보
15058698,농림수산식품교육문화정보원_농수축산물 품목별 상세조사가격 서비스,12490,원천조사가격목록조회
15058709,한국마사회_조교사정보 조회 서비스,6204,조교사정보
15058710,서울올림픽기념국민체육진흥공단_경륜-출주표,9720,경륜 출주표 목록조회
15058734,예금보험공사_영업정지저축은행 자본적정성 보고서 조회 서비스,21772,BIS기준 자기자본비율 조회
15058736,한국문화예술위원회_문학광장 문학집배원 수록작품 목록,8523,사이버문학광장 문학집배원 수록작품
15058741,예금보험공사_영업정지저축은행 수익성 보고서 조회 서비스,21751,수익성 지표 조회
15058764,전북개발공사_용지보상개요기준정보조회 서비스,22655,용지 보상 개요 정보 조회
15058772,한국국제협력단_사업정보,9874,ODA 사업목록 조회
15058779,한국마사회 경주마 성적 정보,22310,경주마 성적 정보
15058782,한국마사회 일별훈련 상세정보,22305,일일 훈련현황 정보
15058789,서울올림픽기념국민체육진흥공단_소마미술관 교육프로그램 서비스,19196,소마미술관 교육프로그램 조회
15058822,축산물품질평가원_축산물등급판정정보,29115,소 등급판정결과(확인서)정보
15058829,여수광양항만공사_부두별 컨테이너 통계,6488,부두별 컨테이너 통계정보 조회
15058864,여수광양항만공사_품목별 화물 수송 통계,6494,품목별 화물 수송 통계 정보 조회
15070581,서울올림픽기념국민체육진흥공단_체육지도자_자격연수_정보,27019,체육지도자 자격정보 조회
15058902,한국마사회_주행심사결과 조회 서비스,6206,주행심사결과
15058923,축산물품질평가원_축산물통합이력정보,27239,축산물이력정보조회
15058939,서울올림픽기념국민체육진흥공단_경정 지정연습 출주표 서비스,21186,경정 지정연습 출주표 정보 조회
15058988,한국마사회_경주마조회서비스,6243,경주마정보
15058991,한국마사회_출전표 조회 서비스,6205,출전표
15059010,한국환경정책평가연구원_수질정보 서비스,19404,조사속성조회
15059043,한국마사회 출발훈련 정보,22304,출발훈련 현황
15059044,서울올림픽기념국민체육진흥공단_MTB 아카데미 서비스,19195,MTB 아카데미 조회
15059112,서울시설공단_서울월드컵경기장 부속시설물 사용정보,6347,월드컵경기장 부속시설물 사용정보 조회 서비스
15059113,여수광양항만공사_수출입화물 지역별 화물 수송 통계,6498,수출입화물 지역별 화물 수송 통계 정보 조회
15059107,여수광양항만공사_부두별 화물 수송 통계,6496,부두별 화물 수송 통계 정보 조회
15059111,여수광양항만공사_항만시설이용정보,6506,항만시설이용정보 조회
15059123,여수광양항만공사_특정국가선박종류별 입출항 통계,6485,특정국가선박종류별 입출항 통계정보 조회
15059137,한국마사회 1착마 적중승식 예상배당률 정보,22331,"예상배당률정보(단승식, 연승식)"
15059144,한국마사회 경주개요 정보,22317,"경주개요, 상금, 승식별 매출 정보"
15059162,여수광양항만공사_외항 및 지역별 선박입출항 통계,6486,외항 및 지역별 선박입출항 통계정보 조회
15059216,서울올림픽기념국민체육진흥공단_스피존문화교실 서비스,19222,스피존문화교실 조회
15059233,농림수산식품교육문화정보원_GPC품목매핑목록조회,9625,GPC품목매핑목록조회
15059251,축산물품질평가원_계란등급판정정보,18389,계란등급판정결과조회
15059267,한국마사회 승식별 최고배당률 정보,22330,최고배당률 정보(승식별)
15059284,서울올림픽기념국민체육진흥공단_경정 - 출주표,9707,경정 출주표 목록
15059311,"한국국제협력단_사업정보(분야,국가)",18336,ODA 분야별 사업목록
15059320,한국관광공사_영문 관광정보 서비스,2392,지역코드조회
15059344,서울올림픽기념국민체육진흥공단_경륜 - 배당률,9723,경륜배당률 목록조회
15059351,공공데이터활용지원센터_공공데이터포털목록조회서비스,7247,공공데이터포털목록조회
15059450,서울시설공단_서울시립화장장 지역별 화장통계,10342,지역별 화장이용 현황 정보
15059459,농림수산식품교육문화정보원_농수축산물 통합유통통계 정보제공 서비스,16925,일간 실시간경락 도매시장 유통통계 조회
15059482,한국마사회 대상경주 연간계획,22307,연간 경주 계획
15059488,한국마사회 씨수말 정보,22342,씨수말 정보
15059496,전국 어린이보호구역표준데이터,10114,전국어린이보호구역표준데이터
15059519,한국마사회_경주성적표 조회 서비스,6242,경주성적표
15062004,제주특별자치도개발공사_제주수문지질통합정보시스템_정보조회,26558,제주개발공사_제주수문지질통합정보시스템 습도정보조회
15059991,서울에너지공사_열판매량,24579,월별 열판매량 조회
15012297,농림수산식품교육문화정보원_농수축산물 도매시장 상세 경락가격,11455,원천정산경락가격품목목록조회
15012299,농림수산식품교육문화정보원_산지공판장 경락가격정보,11453,원천산지공판장가격목록조회
15077659,"예금보험공사_	예금보험공사 부보금융회사 경영현황 및 주요 재무현황",30118,은행 총자산 조회
15082033,한국주택금융공사_전세자금대출 금리 정보,32349,리스트(전세자금대출금리정보 리스트)
15082047,한국주택금융공사_적격대출금리 정보,32351,리스트(적격대출금리 리스트)
15063201,한국관광공사_고캠핑정보 조회 서비스,25670,위치기반정보 목록 조회
15012890,전국도시공원정보표준데이터,10113,전국도시공원표준데이터
15012892,전국공중화장실표준데이터,10171,전국공중화장실표준데이터
15012893,전국무인민원발급정보표준데이터,10172,전국무인민원발급표준데이터
15012894,전국전통시장표준데이터,10173,전국전통시장표준데이터
15012895,전국사회적기업표준데이터,10174,전국사회적기업표준데이터
15012896,전국주차장정보표준데이터,10175,전국주차장표준데이터
15013094,전국CCTV표준데이터,11317,전국cctv표준데이터
15013104,전국문화축제표준데이터,11821,전국문화축제표준데이터
15013105,전국민박펜션업소표준데이터,12084,전국민박/펜션업소표준데이터
15013106,전국공연행사정보표준데이터,11826,전국공연행사표준데이터
15013107,전국무료급식소표준데이터,11825,전국무료급식소표준데이터
15013109,전국도서관표준데이터,11318,전국도서관표준데이터
15013110,전국평생학습강좌표준데이터,11915,전국평생학습강좌표준데이터
15013111,전국휴양림표준데이터,11319,전국휴양림표준데이터
15013113,전국농어촌체험휴양마을표준데이터,11823,전국농어촌체험마을표준데이터
15013114,전국상수도수질검사표준데이터,13295,전국상수도수질검사표준데이터
15013115,전국전기차충전소표준데이터,18194,전기차충전소 현황
15013116,전국무료와이파이표준데이터,11320,전국무료와이파이표준데이터
15013117,전국공공시설개방정보표준데이터,11824,전국공공시설개방표준데이터
15013192,전국금연구역표준데이터,12399,전국금연구역표준데이터
15013193,전국세차장표준데이터,12518,전국세차장표준데이터
15013194,전국보호수표준데이터,12398,전국보호수표준데이터
15013199,전국무더위쉼터표준데이터,12400,전국무더위쉼터표준데이터
15013202,전국재해위험지구표준데이터,12517,전국재해위험지구표준데이터
15013203,전국도시철도노선정보표준데이터,13857,전국도시철도노선정보표준데이터
15013205,전국도시철도역사정보표준데이터,13856,전국도시철도역사정보표준데이터
15013206,전국도시철도운행정보표준데이터,13854,전국도시철도운행정보표준데이터
15017318,전국자전거보관소표준데이터,14376,전국자전거보관소표준데이터
15017319,전국자전거대여소표준데이터,14377,전국자전거대여소표준데이터
15017320,전국보안등정보표준데이터,14292,전국보안등정보표준데이터
15017321,전국길관광정보표준데이터,14373,전국길관광정보표준데이터
15017322,전국지역특화거리표준데이터,14374,전국지역특화거리표준데이터
15017323,전국박물관미술관정보표준데이터,14372,전국박물관미술관정보표준데이터
15017324,전국먹는물공동시설(약수터)표준데이터,14375,전국지정약수터표준데이터
15017325,전국농기계임대정보표준데이터,14291,전국농기계임대정보표준데이터
15017326,전국마을기업표준데이터,14290,전국마을기업표준데이터
15082039,한국주택금융공사_u-보금자리론대출정보,32350,정보(u-보금자리론 대출금리)
15082009,한국주택금융공사_지사정보,32345,리스트(지사정보리스트)
15021098,전국민방위대피시설표준데이터,18116,전국민방위대피시설표준데이터
15021103,전국자동심장충격기표준데이터,19289,전국자동심장충격기표준데이터
15021104,전국소규모공공시설위험지정정보표준데이터,18524,전국소규모공공시설위험지정정보표준데이터
15021105,전국거주자우선주차정보표준데이터,18522,전국거주자우선주차정보표준데이터
15021106,전국견인차량보관소표준데이터,18525,전국견인차량보관소표준데이터
15021107,전국자동차검사소표준데이터,18641,전국자동차검사소표준데이터
15021108,전국재활용센터표준데이터,18521,전국재활용센터표준데이터
15021137,전국건강증진센터표준데이터,18117,전국건강증진센터표준데이터
15021138,전국치매센터표준데이터,18326,전국치매센터표준데이터
15021139,전국야영(캠핑)장표준데이터,18115,전국야영(캠핑)장표준데이터
15021141,전국관광지정보표준데이터,18523,전국관광지정보표준데이터
15021144,전국낚시터정보표준데이터,18520,전국낚시터정보표준데이터
15021145,전국가로수길정보표준데이터,18327,전국가로수길정보표준데이터
15021147,전국향토문화유적표준데이터,18526,전국향토문화유적표준데이터
15021148,전국초중등학교위치표준데이터,17626,전국초중등학교위치표준데이터
15021149,전국초등학교통학구역표준데이터,17609,전국초등학교통학구역표준데이터
15021151,전국중학교학교군표준데이터,17631,전국중학교학교군표준데이터
15021153,전국고등학교학교군표준데이터,17627,전국고등학교학교군표준데이터
15021154,전국고등학교비평준화지역표준데이터,17628,전국고등학교비평준화지역표준데이터
15021156,전국교육행정구역표준데이터,17630,전국교육행정구역표준데이터
15021158,전국학교학구도연계정보표준데이터,17629,전국학교학구도연계정보표준데이터
15023678,전국입찰공고표준데이터,19729,전국입찰공고표준데이터
15023680,전국계약정보표준데이터,19730,전국계약정보표준데이터
15023681,전국낙찰정보표준데이터,19731,전국낙찰정보표준데이터
15059996,서울에너지공사_열생산량,24580,월별 열생산량 조회
15063950,한국마사회_RC경마경주정보,26479,RC경마경주정보
15025443,전국보행자전용도로표준데이터,19322,전국보행자전용도로표준데이터
15025444,전국육교정보표준데이터,19323,전국육교정보표준데이터
15025445,전국도로터널정보표준데이터,19324,전국도로터널정보표준데이터
15025446,전국휴게소정보표준데이터,19325,전국휴게소정보표준데이터
15025448,전국지반침하정보표준데이터,19327,전국지반침하정보표준데이터
15025449,전국지진해일긴급대피장소표준데이터,19328,전국지진해일대피소표준데이터
15025450,전국생활쓰레기배출정보표준데이터,19329,전국생활쓰레기배출정보표준데이터
15025451,전국음식물쓰레기납부필증가격정보표준데이터,19330,전국음식물쓰레기납부필증가격정보표준데이터
15025453,전국야생동물구조센터정보표준데이터,19332,전국야생동물구조센터정보표준데이터
15025454,전국동물보호센터정보표준데이터,19333,전국동물보호센터정보표준데이터
15025455,전국로컬푸드인증정보표준데이터,19334,전국로컬푸드인증정보표준데이터
15025456,전국시티투어정보표준데이터,19335,전국시티투어정보표준데이터
15025538,전국종량제봉투가격표준데이터,19331,전국종량제봉투가격표준데이터
15025689,전국렌터카업체정보표준데이터,19326,전국렌터카업체정보표준데이터
15028193,전국도로안내표지표준데이터,20631,전국도로안내표지표준데이터
15028194,전국도로안전표지표준데이터,20628,전국도로안전표지표준데이터
15028195,전국과속방지턱표준데이터,20634,전국과속방지턱표준데이터
15028196,전국교량표준데이터,20641,전국교량표준데이터
15028197,전국버스전용차로정보표준데이터,20630,전국버스전용차로정보표준데이터
15028198,전국신호등표준데이터,20632,전국신호등표준데이터
15028199,전국일방통행도로표준데이터,20637,전국일방통행도로표준데이터
15028200,전국무인교통단속카메라표준데이터,20639,전국무인교통단속카메라표준데이터
15028201,전국횡단보도표준데이터,20629,전국횡단보도표준데이터
15028202,전국보행자우선도로표준데이터,20633,전국보행자우선도로표준데이터
15028203,전국졸음쉼터표준데이터,20763,전국졸음쉼터표준데이터
15028204,전국자동차정비업체표준데이터,20642,전국자동차정비업체표준데이터
15028205,전국스마트가로등표준데이터,20635,전국스마트가로등표준데이터
15028206,전국안전비상벨위치표준데이터,20638,전국안전비상벨위치표준데이터
15028207,전국교통약자이동지원센터정보표준데이터,20640,전국교통약자이동지원센터정보표준데이터
15028208,전국푸드트럭허가구역표준데이터,20636,전국푸드트럭허가구역표준데이터
15028236,한국환경정책평가연구원_환경영향평가 대기질정보,19356,연돌기준속성조회
15028237,한국환경정책평가연구원_환경영향평가 온실가스정보,19355,온실가스정보조회
15028238,한국환경정책평가연구원_환경영향평가 악취정보,19367,조사지점WFS조회
15028239,한국환경정책평가연구원_환경영향평가 위생공중보건정보,19402,위생공중보건속성조회
15028241,한국환경정책평가연구원_환경영향평가 수리수문정보,19408,면적사업속성조회
15028244,한국환경정책평가연구원_환경영향평가 토양정보,19467,조사속성조회
15028245,한국환경정책평가연구원_환경영향평가 지형지질정보,19422,개요속성조회
15028246,한국환경정책평가연구원_환경영향평가 동식물상정보,22430,녹지자연도속성조회
15028247,한국환경정책평가연구원_환경영향평가 친환경적자원순환정보,19441,친환경적자원순환속성조회
15028248,한국환경정책평가연구원_환경영향평가 소음진동정보,19442,소음진동속성조회
15028249,한국환경정책평가연구원_환경영향평가 인구주거정보,19446,예측속성조회
15028250,한국환경정책평가연구원_환경영향평가 사업구역정보,19448,사업구역WMS조회
15029071,전국개별공시지가정보표준데이터,19732,전국개별공시지가정보표준데이터
15029173,전국법정구역(읍면동)정보표준데이터,19733,전국법정구역(읍면동)정보표준데이터
15029174,전국연속지적도형정보표준데이터,19734,전국연속지적도형정보표준데이터
15029175,전국GIS건물통합정보표준데이터,19736,전국GIS건물통합정보표준데이터
15029176,전국건축인허가기본정보표준데이터,19737,전국건축인허가기본정보표준데이터
15029177,전국건축인허가전유공용면적표준데이터,19739,전국건축인허가전유공용면적표준데이터
15029178,전국건축인허가대지위치표준데이터,19738,전국건축인허가대지위치표준데이터
15029179,전국건축인허가주택유형표준데이터,19740,전국건축인허가주택유형표준데이터
15029180,전국주요상권현황표준데이터,19746,전국주요상권현황표준데이터
15029181,전국농수축산물도매시장경락가격표준데이터,19742,전국농수축산물도매시장경락가격표준데이터
15029182,전국농수축산물조사가격표준데이터,19741,전국농수축산물조사가격표준데이터
15029183,전국산정보표준데이터,19745,전국산정보표준데이터
15029184,전국등산로표준데이터,19744,전국등산로표준데이터
15029185,전국교통사고다발지역표준데이터,19743,전국교통사고다발지역표준데이터
15029187,전국개별주택가격정보표준데이터,19735,전국개별주택가격정보표준데이터
15034319,신용보증기금_보증종류별 현황조회서비스 정보,21257,연도별보증현황
15034530,전국아동복지급식정보표준데이터,22501,전국아동복지급식정보표준데이터
15034531,전국경로우대지정업소표준데이터,22503,전국경로우대지정업소표준데이터
15034532,전국노인장애인보호구역표준데이터,22182,전국노인장애인보호구역표준데이터
15034533,전국전동휠체어급속충전기표준데이터,22506,전국전동휠체어급속충전기표준데이터
15034534,전국여성안심택배함표준데이터,22505,전국여성안심택배함표준데이터
15034535,전국여성안심지킴이집표준데이터,22504,전국여성안심지킴이집표준데이터
15034536,전국소방자동차전용구역표준데이터,22508,전국소방자동차전용구역표준데이터
15034538,전국소방용수시설표준데이터,22500,전국소방용수시설표준데이터
15034541,전국대중교통환승센터표준데이터,22509,전국대중교통환승센터표준데이터
15034542,전국주정차금지(지정)구역표준데이터,22507,전국주정차금지(지정)구역표준데이터
15034544,전국가변전광표지판(안내전광판)표준데이터,22502,전국가변전광표지판표준데이터
15037733,서민금융진흥원 서민금융통합지원센터 현황,22745,센터미소지점정보 조회
15074547,서울올림픽기념국민체육진흥공단_경정경주_동영상_정보,28499,경정경주동영상 정보 조회
15063967,한국마사회_레츠런파크 이벤트정보,26518,레츠런파크 이벤트정보
15000120,한국문화정보원_공연전시정보조회서비스,1513,공연/전시상세정보조회
15074498,서민금융진흥원_서민금융교육컨텐츠정보서비스,28649,서민금융교육컨텐츠 정보 조회
15074500,서민금융진흥원_맞춤 대출 상품 속성 정보 서비스,28650,맞춤 대출 상품 속성 조회
15074508,서민금융진흥원_서민대출상품 취급기관 정보 서비스,28746,서민대출상품 취급기관 정보 조회
15074507,서민금융진흥원_맞춤 대출 제휴 기관 정보 서비스,28745,맞춤대출 제휴기관 정보 조회
15000066,한국문화정보원_예술용어사전조회서비스,1501,예술지식용어사전목록조회
15000017,한국문화관광연구원_관광실태조사서비스,2366,국민여행총량조회
15075010,서울올림픽기념국민체육진흥공단_경륜선수_상대전적_정보,28500,경륜선수별 상대전적 및 동반입상횟수 조회
15074626,한국예탁결제원_증권예탁통계 서비스,28957,참가자 업종별 상장주식 잔고(등록)현황
15074595,한국예탁결제원_채권정보서비스,28952,채권 종류별 기관결제대금 현황
15075622,서울올림픽기념국민체육진흥공단_경륜_상금지급기준정보,28990,경륜 상금지급기준정보 조회
15075623,서울올림픽기념국민체육진흥공단_경륜선수_배번집계정보,28991,경륜선수별 배번집계정보 조회
15075625,서울올림픽기념국민체육진흥공단_경륜회차별_경주득점정보,28993,경륜회차별 경주득점정보 조회
15075626,서울올림픽기념국민체육진흥공단_경륜선수_훈련지_변동내역정보,28994,경륜선수 훈련지 변동내역조회
15075616,서울올림픽기념국민체육진흥공단_대상경정_연도별_순위정보,28995,대상경정 연도별순위정보 조회
15072738,인천항만공사_인천항 연안여객터미널 여객정보 조회 서비스,29064,인천항 연안여객터미널 여객정보
15072740,인천항만공사_인천항 항만부지 입찰정보  조회 서비스,29063,인천항 항만부지입찰정보 신규
15072736,인천항만공사_인천항 차량 출입 정보 조회 서비스,29060,내항 차량 출입 정보
15000050,한국문화정보원_티켓할인조회서비스,1503,티켓할인서비스목록조회
15076249,한국국제협력단_해외봉사단 자가안전체감도,29914,해외봉사단 자가안전체감도 목록 조회
15076252,한국국제교류재단_분야별 한류현황,29907,분야별 한류현황 목록 조회
15075386,한국국제협력단_국가별 개발협력동향,29912,국가별 개발협력 동향 조회
15075320,한국국제교류재단_문화적 특성 및 고려사항,29906,한국국제교류재단_문화적 특성 및 고려사항 조회
15075335,한국국제교류재단_해외대학 표준국문명칭,29908,해외대학 표준 국문명칭 조회
15075330,한국국제교류재단_해외대학 한국학 제공현황,29909,해외대학 한국학 제공현황 조회
15075365,재외동포재단_재외동포 단체정보 (한인회),29903,재외동포단체정보(한인회) 조회
15076256,재외동포재단_재외동포 단체정보 (신문/방송/언론),29899,재외동포 단체정보 (신문/방송/언론) 목록 조회
15076254,재외동포재단_재외동포 단체정보 (한글학교),29901,재외동포 단체정보 (한글학교) 목록 조회
15076253,재외동포재단_재외동포 단체정보 (경제단체),29902,재외동포 단체정보 (경제단체) 목록 조회
15076255,재외동포재단_재외동포 단체정보 (문화/예술),29900,재외동포 단체정보 (문화/예술) 목록 조회
15076248,한국국제협력단_해외봉사단 파견기관 정보,29913,해외봉사단 파견기관 목록 조회
15076250,한국국제교류재단_국가별 동호회 현황,29904,분야별 한류현황 목록 조회
15076251,한국국제교류재단_국가별 문화행사 정보,29905,국가별 문화행사 정보 목록 조회
15000110,한국문화정보원_문화예술공간조회서비스,1516,공연장정보목록조회
15075635,공무원연금공단_직종별 지역별 재직자현황 조회 서비스,30138,직종별 지역별 재직자현황 조회 서비스
15077347,대전광역시도시철도공사_간행물정보,29929,간행물정보 조회
15076233,한국국제협력단_일일 안전관리 중점국가,29963,일일 안전관리 중점국가 목록 조회
15077586,공공데이터활용지원센터_코로나19 예방접종센터 조회서비스,30029,코로나19 예방접종센터 현황
15076240,한국국제협력단_파견국 안전이슈 월력표,29962,파견국 안전이슈 월력표 목록 조회
15077756,공공데이터활용지원센터_코로나19 예방접종 통계 데이터 조회 서비스,30154,코로나19 예방접종 통계
15075636,공무원연금공단_직종별 지역별 퇴직자현황 조회 서비스,30140,직종별 지역별 퇴직자현황 조회 서비스
15075602,공무원연금공단_은퇴자 공동체마을 이용현황,30141,은퇴자 공동체마을 이용현황
15077346,대전광역시도시철도공사_부정승차정보,29931,getUnlawfulEntry
15077491,서울올림픽기념국민체육진흥공단_경정뉴스_방송영상정보,29916,경정뉴스 방송영상정보 조회
15077348,대전광역시도시철도공사_언론보도내역,29930,언론보도내역 조회
15000063,한국문화관광연구원_관광산업통계서비스,2364,관광사업체경기동향지수조회
3033909,예금보험공사 예금보험금 지급대행지점 현황,21245,예금보험금 지급대행지점 현황 조회
3033914,예금보험공사 보험사고 발생 금융회사 현황,21246,보험사고 발생 금융회사 현황 조회
3034926,예금보험공사_채권발행 현황_예금보험기금특별계정채권,21250,예금보험기금특별계정채권 발행현황 조회
3034927,예금보험공사 채권발행 현황_상환기금채권,21251,상환기금채권 발행현황조회
3035538,한국문화관광연구원_관광자원정보,6720,관광자원리스트조회
3035681,예금보험공사 파산금융회사 현황,21247,파산금융회사 현황 조회
3035683,예금보험공사_파산금융기관 매물(부동산) 현황,21258,부동산/특수부동산 매물 목록
3035987,예금보험공사_부보금융회사 목록,21394,부보대상 금융회사정보 조회
3036279,예금보험공사 발간도서 목록,21252,발간도서 목록 조회
3043382,영상물등급위원회_영화 등급분류 목록,7530,영화 등급분류 정보 조회
3043385,한국소비자원 생필품 및 서비스 가격 정보,7522,상품정보 조회
3043387,영상물등급위원회_비디오물 등급분류 목록,7531,비디오 등급분류 조회 서비스
3043390,영상물등급위원회_외국인 국내 공연추천 목록,7532,공연 등급분류 조회 서비스
15063968,한국마사회_레츠런파크 좌석정보,26517,레츠런파크 좌석정보
3059104,한국문화예술위원회_미술작품 정보,8516,공공미술작품 DB
15064225,대전광역시도시철도공사_무질서단속정보,26394,무질서단속정보 조회
15063790,대전광역시도시철도공사_민원정보,26168,민원정보 조회
3072188,예금보험공사_부보금융회사 예금동향,22608,금융투자 업권 예금동향 조회
3072712,한국농촌경제연구원_연구보고서정보,21238,연구보고서 조회
3073869,대전광역시도시철도공사_역명 및 주소,8080,역명조회
15063969,한국마사회_레츠런파크 트랙정보,26516,레츠런파크 트랙정보
15063974,한국마사회_발매창구정보,26515,발매창구정보
15063975,한국마사회_입장인원정보,26514,입장인원정보
3077340,한국문화예술위원회_아르코미술관 소장 자료 목록,8515,아르코미술관 아르코미디어 소장자료
3078450,한국문화예술위원회_예술자료원 소장자료 목록,8517,예술자료원 전자도서관 소장자료
15069215,농림수산식품교육문화정보원_공통코드,27022,공통코드 목록
15069216,농림수산식품교육문화정보원_나고야의정서,27024,나고야의정서 관련 용어
15069213,농림수산식품교육문화정보원_(구)생명자원정보,27026,(구)생명자원상세
15069245,농림수산식품교육문화정보원_생명자원정보 운영현황,27028,설문조사 통계
15069287,농림수산식품교육문화정보원_생명자원정보,27048,자생식물 정보
15059990,서울에너지공사_연료사용 통계,24578,월별 연료사용통계 조회
15059978,해양환경공단_해양수질자동측정망 하구 및 만 관측서비스,24576,해양수질자동측정망 하구 및 만 관측서비스
15082015,서울올림픽기념국민체육진흥공단_스포츠산업_채용정보,32252,스포츠산업지원 채용정보 조회
15069289,농림수산식품교육문화정보원_생명자원통계,27092,"생명자원통계 분류별, 년도별"
15000000,농림수산식품교육문화정보원_기관조사가격서비스,2340,농수축산물품목별가격조회
15000235,농림수산식품교육문화정보원_코드조회서비스,2346,가락시장품목코드조회
15000297,한국문화관광연구원_출입국관광통계서비스,2359,출입국관광통계조회
15000337,농림수산식품교육문화정보원_실시간경매속보서비스,2320,도매시장별실시간경매속보조회
15000341,한국문화정보원_홍보마당조회서비스,1515,홍보마당상세정보조회
15000355,농림수산식품교육문화정보원_경락가격정보서비스,2337,종합유통센터센터별경락가격조회
15000365,한국문화정보원_한국의문양조회서비스,1505,2D개별문양목록조회
15000366,한국문화관광연구원_관광자원통계서비스,2358,유료관광지방문객수조회
15000389,한국문화정보원_문화정보조회서비스,1526,문화정책정보목록조회
15000439,농림수산식품교육문화정보원_해외농산물가격서비스,2345,수입농산물가격조회
15000497,한국저작권위원회_공유(만료)저작물 서비스,3204,이미지 만료저작물목록 조회
15000498,한국환경정책평가연구원_환경영향평가 초안 공람정보 서비스,16775,초안공람 전략환경영향평가 목록 정보를 조
15000502,한국문화정보원_예술지식 음악정보 서비스,3237,음악정보디렉토리(목록) 조회
15000509,한국저작권위원회_오픈소스SW 라이선스정보 서비스,3198,오픈소스SW라이선스주요내용정보조회
15000575,한국환경정책평가연구원_사전/전략/소규모협의현황정보 서비스,16768,사업/전략/소규모 협의목록 정보를 조회
15000577,축산물품질평가원_축산물유통정보,3305,소 검수(소비)확인정보
15000585,한국저작권위원회_오픈소스SW프로젝트정보 서비스,3202,오픈소스SW프로젝트조회
15000588,한국문화정보원_예술지식 연극정보 서비스,3235,연극정보디렉토리(목록) 조회
15000714,한국문화정보원_예술지식 영상정보 서비스,3243,영상정보디렉토리(목록) 조회
15000715,한국문화정보원_예술지식 문학정보 서비스,3245,문학정보디렉토리(목록) 조회
15000716,한국문화정보원_예술지식 축제문화정보 서비스,3249,축제문화정보디렉토리(목록) 조회
15000719,한국환경정책평가연구원_자가진단 소재지정보,16783,사전환경검토서_사전 사업지 정보를 조회
15000720,한국환경정책평가연구원_환경영향평가 결정내용정보 서비스,16779,결정내용목록 정보를 조회
15000721,한국환경정책평가연구원_환경영향평가 협의 현황정보 서비스,16771,협의현황 사업 목록 정보를 조회
15000737,한국문화정보원_예술지식 미술정보 서비스,3241,미술정보디렉토리(목록) 조회
15000740,한국문화정보원_예술지식 건축정보 서비스,3248,건축정보작품상세정보 조회
15000800,한국환경정책평가연구원_환경영향평가 정보 서비스,16767,"환경영향평가서  (사업지, 면)정보를 조회"
15000823,한국승강기안전공단_승강기 정보 및 검사이력 서비스,3843,승강기 목록 조회
15000824,한국승강기안전공단_유지관리업체 정보 조회 서비스,3847,유지관리업체 정보 조회 서비스
15000837,한국자산관리공사_물건정보조회서비스,19179,통합용도별물건목록조회
15000849,한국자산관리공사_이용기관공매물건조회서비스,4054,이용기관공고목록조회
15000851,한국자산관리공사_캠코공매물건조회서비스,19215,캠코공매물건목록조회
15000907,한국자산관리공사_정부재산정보공개조회서비스,4068,정부재산정보공개정보목록조회
15000920,한국자산관리공사_온비드코드조회서비스,4075,주소1 조회 서비스
15000945,농업기술실용화재단_우수기술사업화알림정보,19081,기술평가요청 완료상태 목록
15000946,농업기술실용화재단_보육업체소개,19078,기술사업화 창업지원 보육업체 목록
