apicd,apiname,opercd,opername
15075631,서울대학교 연구소 차세대융합기술연구원_경기도자율주행센터 CCTV 영상 이벤트 데이터,29018,getCECctveventList
3043453,대규모기업집단 공개 현황,21680,기업집단 공개현황 목록조회
15079745,공정거래위원회_방문판매사업자 등록현황 통계 제공 서비스,30992,방문판매사업자 등록현황 통계 조회
15079640,공정거래위원회_통신판매사업자 등록현황 통계 제공 서비스,31555,통신판매사업자 등록현황 통계 조회
15079678,공정거래위원회_전화권유판매사업자 등록변경현황 제공 서비스,31581,전화권유판매사업자 등록변경현황 조회
15079815,공정거래위원회_다단계판매사업자 정보 상세 제공 서비스,31024,다단계판매사업자 정보 상세 제공 조회
15079620,공정거래위원회_통신판매사업자 등록상세 제공 서비스,31561,통신판매사업자 등록상세 조회
15079738,공정거래위원회_방문판매사업자 등록상세 제공 서비스,30985,방문판매사업자 등록상세 조회
15079690,공정거래위원회_방문판매사업자 등록변경현황 제공 서비스,30977,방문판매사업자 등록변경현황 조회
15079805,공정거래위원회_선불식할부거래업사업자 등록상세 제공 서비스,31006,선불식할부거래업사업자 상세 등록 현황 조회
15079460,공정거래위원회_유통거래 실태조사 응답 납품업자 통계제공 서비스,30867,유통거래 실태조사 응답 납품업자 통계 조회
15079634,공정거래위원회_통신판매사업자 등록변경현황 제공 서비스,31560,통신판매사업자 등록변경현황 조회
15079825,공정거래위원회_방문판매법위반사업자 정보공개 상세 제공 서비스,31034,방문판매법위반사업자 위반정보 상세 조회
15079660,공정거래위원회_전화권유판매사업자 등록상세 제공 서비스,30969,전화권유판매사업자 등록상세 조회
15079591,공정거래위원회_통신판매사업자 등록현황 제공 서비스,30942,사업자등록번호별 통신판매사업자 등록현황 조회
15079755,공정거래위원회_후원방문판매사업자 등록상세 제공 서비스,30994,후원방문판매사업자 등록현황 상세 조회
15079823,공정거래위원회_후원방문판매사업자 정보 상세 제공 서비스,31032,후원방문판매사업자 정보 상세 제공 조회
15079697,공정거래위원회_전화권유판매사업자 등록현황 통계 제공 서비스,30978,전화권유판매사업자 등록현황 통계 조회
15079813,공정거래위원회_선불식할부거래업사업자 등록현황 통계 제공 서비스,31017,선불식할부거래업사업자 등록현황 통계 조회
15079816,공정거래위원회_선불식할부거래업사업자 정보 제공 서비스,31590,선불식할부거래업사업자 정보 제공 조회
15079814,공정거래위원회_후원방문판매사업자 정보 제공 서비스,31018,대표자명별 후원방문판매사업자 정보 제공 조회
15079824,공정거래위원회_방문판매법위반사업자 정보공개 제공 서비스,31033,방문판매법위반사업자 위반정보 조회
15079781,공정거래위원회_후원방문판매사업자 등록현황 통계 제공 서비스,30997,후원방문판매사업자 등록현황 통계 조회
15079769,공정거래위원회_후원방문판매사업자 등록변경현황 제공 서비스,30995,후원방문판매사업자 등록변경현황 조회
15079826,공정거래위원회_선불식할부거래업사업자 정보 상세 제공 서비스,31035,선불식할부거래업사업자 정보 상세 제공 조회
15079385,공정거래위원회_다단계판매사업자 등록현황 제공 서비스,30853,다단계판매사업자 등록현황 조회
15079812,공정거래위원회_선불식할부거래업사업자 등록변경현황 제공 서비스,31014,선불식할부거래업사업자 등록현황 변경내역 조회
15079811,공정거래위원회_다단계판매사업자 정보 제공 서비스,31011,다단계사업자등록번호별 다단계판매사업자 정보 제공 조회
15079681,공정거래위원회_방문판매사업자 등록현황 제공 서비스,30971,방문판매사업자 등록현황 조회
15079547,공정거래위원회_다단계판매사업자 등록현황 통계 제공 서비스,30911,다단계판매사업자 등록현황 통계 조회
15079539,공정거래위원회_다단계판매사업자 등록변경현황 제공 서비스,30901,다단계판매사업자 등록변경현황 조회
15079639,공정거래위원회_전화권유판매사업자 등록현황 제공 서비스,30962,사업자등록변호별 전화권유판매사업자 등록현황 조회
15079448,공정거래위원회_다단계판매사업자 등록현황 상세 서비스,31574,다단계판매사업자 등록상세 조회
15079789,공정거래위원회_선불식할부거래업사업자 등록현황 제공 서비스,31582,인허가관리번호별 선불시할부거래업사업자 등록현황 조회
15079741,공정거래위원회_후원방문판매사업자 등록현황 서비스,30986,사업자등록번호별 후원방문판매사업자 등록현황 조회
15058833,공정거래위원회_대규모기업집단 지주회사 조회 서비스,24082,지주회사 자회사 및 손자회사 현황 정보 조회
15059012,공정거래위원회_대규모기업집단 지정현황 조회 서비스,21676,기업집단 지정현황 목록조회
15059222,공정거래위원회_대규모기업집단 소속회사 조회 서비스,24088,소속회사 참여업종 정보 조회
3040312,공정거래위원회_통신판매사업자정보파일,11195,지역별 통신판매사업자 정보 조회
3043441,공정거래위원회_방문판매사업자정보파일,11208,지역별 방문판매사업자 정보 조회
3043446,공정거래위원회_전화권유판매사업자정보파일,11216,지역별 전화권유판매사업자 정보 조회
3043448,공정거래위원회_다단계판매사업자정보파일,11203,정보공개년도별 다단계판매사업자 정보 조회
15012736,공정거래위원회_후원방문판매사업자 정보,11224,지역별 후원방문사업자 정보 조회
15077746,국민권익위원회_반부패분석결과서비스,31673,위원회_부패지수_순위_점수
15059115,국민권익위원회_공모제안조회서비스,24106,공모제안 항목 조회
15059423,국민권익위원회_공개제안조회서비스,24108,공개제안 항목 조회
15074671,국민권익위원회_민원정책 질의응답조회서비스,28330,민원정책 질의응답 목록 조회
15081108,국민권익위원회_민원빅데이터_분석정보_API,31874,오늘의 민원 이슈
15043205,국민권익위원회_반부패신고사례,24200,반부패신고사례 상세 조회
3084452,국민권익위원회_행정심판 재결례 통합검색서비스,12403,재결례 목록 조회
15059607,금융위원회_주식등록예탁가능정보,24619,주식등록예탁가능정보조회
15059610,금융위원회_REPO종목정보,24620,금리정보조회
15059611,금융위원회_채권권리일정정보,24618,채권권리행사일정조회
15059613,금융위원회_크라우드펀딩정보,24657,크라우드펀딩발행사정보조회
15059581,금융위원회_정보공개재산정보,24484,정보공개재산조회
15059601,금융위원회_파산금융회사재무상태표정보,24379,파산금융회사재무상태표조회
15059594,금융위원회_금융회사재무신용정보,24359,금융회사요약재무제표조회
15059599,금융위원회_모기지론발행상세정보,24373,발행개요조회
15059586,금융위원회_모기지론상환내역통계정보,24335,종목별상환내역조회
15059602,금융위원회_파산금융회사손익계산서정보,24380,파산금융회사손익계산서조회
15059595,금융위원회_채권권리행사정보,24505,옵션부채권조기상환조회
15059600,금융위원회_모기지론종목기본정보,24376,모기지론종목기본정보조회
15059604,금융위원회_모기지론기초자산정보,24382,기초자산상환내역조회
15059597,금융위원회_지배구조정보,24366,주주정보조회
15059603,금융위원회_모기지론시장거래현황정보,24381,장외거래현황조회
15059606,금융위원회_금융회사부보정보,24391,부보대상금융회사조회
15059612,금융위원회_주식대차정보,24399,주식대차종목순위조회
15059589,금융위원회_모기지론원본및이자지급정보,24343,원본및이자지급내역조회
15059582,금융위원회_국제거래종목정보,24410,DR종목조회
15061336,금융위원회_금융통계신기술금융사정보,25321,신기술금융사일반현황조회
15061358,금융위원회_금융통계투자자문사정보,25333,투자자문사일반현황조회
15061312,금융위원회_금융통계종합금융회사정보,25338,종합금융회사일반현황조회
15061320,금융위원회_금융통계증권사정보,25341,증권사일반현황조회
15061329,금융위원회_금융통계외은지점정보,25350,외은지점일반현황조회
15061349,금융위원회_금융통계산림조합정보,25380,산림조합일반현황조회
15061195,금융위원회_금융통계공통(신탁)정보,25304,공통(신탁)은행인원현황조회
15059649,금융위원회_공시정보,24414,배당공시정보조회
15059651,금융위원회_금융회사공시정보,24919,금융회사전환사채권발행결정공시정보조회
15061357,금융위원회_금융통계선물사정보,25356,선물사일반현황조회
15061304,금융위원회_금융통계국내은행정보,25371,국내은행일반현황조회
15061306,금융위원회_금융통계생명보험정보,25325,생명보험일반현황조회
15061307,금융위원회_금융통계손해보험정보,25317,손해보험일반현황조회
15061337,금융위원회_금융통계신용협동조합정보,25353,신용협동조합일반현황조회
15061331,금융위원회_금융통계리스사정보,25361,리스사일반현황조회
15061335,금융위원회_금융통계부동산신탁정보,25365,부동산신탁일반현황조회
15061344,금융위원회_금융통계농협협동조합정보,25368,농업협동조합일반현황조회
15061288,금융위원회_금융통계공통(파생상품)정보,25375,공통(파생상품)총괄(신탁 제외)조회
15061316,금융위원회_금융통계저축은행정보,25377,저축은행일반현황조회
15061340,금융위원회_금융통계수산업협동조합정보,25311,수산업협동조합일반현황조회
15061333,금융위원회_금융통계금융지주회사정보,25314,금융지주회사일반현황조회
15061308,금융위원회_금융통계신용카드사정보,25329,신용카드사일반현황조회
15061325,금융위원회_금융통계자산운용사정보,25335,자산운용사일반현황조회
15061356,금융위원회_금융통계할부금융사정보,25346,할부금융사일반현황조회
15043184,금융위원회_기업기본정보,24654,계열회사조회
15043232,금융위원회_금융회사기본정보,24211,금융회사기업개요조회
15043284,금융위원회_주식배당정보,24212,배당정보조회
15043285,금융위원회_파산금융회사 기본정보,24249,파산금융회사기본정보조회
15043360,금융위원회_크라우드펀딩중개업자정보,24831,크라우드펀딩중개업자정보조회
15043362,금융위원회_공매자산정보,24261,공매자산조회
15043364,금융위원회_주식분포및사고주권정보,24329,사고주권여부조회
15043421,금융위원회_채권발행정보,24828,발행자별발행종목현황조회
15043423,금융위원회_주식발행정보,24265,주식발행현황조회
15043445,금융위원회_국제거래외화증권예탁결제정보,24290,시장별외화증권예탁결제현황조회
15043446,금융위원회_단기금융증권거래정보,24288,매매금액조회
15043459,금융위원회_기업 재무정보,24304,손익계산서조회
15043461,금융위원회_신주인수권증권발행정보,24321,신주인수권증권행사가격조회
15043462,금융위원회_채권대차정보,24317,채권업종별참여현황조회
15059614,금융위원회_국가자산정보,24406,대부매각자산조회
15059608,금융위원회_금융회사 자금지원및회수정보,24395,자금지원및회수정보조회
15059605,금융위원회_모기지론증권잔액현황정보,24387,전체증권잔액현황조회
15059587,금융위원회_모기지론발행통계정보,24337,발행금액현황통계조회
15059609,금융위원회_주식권리일정정보,24396,권리행사사유별일정조회
15059585,금융위원회_차입투자정보,24331,부실채권회생정보조회
15059592,금융위원회_채권기본정보,24354,채권기본정보조회
15059590,금융위원회_모기지론콜옵션행사내역정보,24344,콜옵션행사내역조회
15059588,금융위원회_모기지론증권원본및이자상환추이정보,24341,전체증권원본및이자상환추이정보조회
15059591,금융위원회_단기금융증권발행정보,24819,CD발행기본정보조회
15059593,금융위원회_금융회사지배구조정보,24355,금융회사주주정보조회
15059598,금융위원회_REPO거래정보,24370,건별거래조회
15000115,법제처 국가법령정보 공유서비스,20284,행정규칙정보 목록 조회
15068232,해양수산부_해양생태계 종합조사(근해생태분야) 정보제공 서비스,26609,해양생태계 종합조사(근해생태분야) 정보제공 서비스
15068192,해양수산부_해양생태계 종합조사(수중생태분야) 정보제공 서비스,26606,해양생태계 종합조사(수중생태분야) 정보조회
15068169,해양수산부_해양생태계 종합조사(갯벌생태분야) 정보제공 서비스,26604,해양생태계 종합조사(갯벌생태분야) 정보조회
15068147,해양수산부_해양생태계 종합조사(연안생태분야) 정보제공 서비스,26601,해양생태계 종합조사(연안생태조사) 정보조회
15068257,해양수산부_해양생태도 정보제공 서비스,26616,해양생태도 정보조회
15068223,해양수산부_해양생태계 종합조사(핵심공간분야) 정보제공 서비스,26608,해양생태계 종합조사(핵심공간분야) 정보제공 서비스
15068203,해양수산부_해양생태계 종합조사(바닷새분야) 정보제공 서비스,26607,해양생태계 종합조사(바닷새분야) 정보조회
15074723,해양수산부_경기-특성평가격자,29565,경기-특성평가격자 WMS조회
15043939,해양수산부_연도별 총괄 어업생산통계,19311,연도별 총괄 어업생산통계 조회
15006353,해양수산부_선박운항정보,20468,선박입출항신고조회
15006354,해양수산부_관제정보,20477,관제정보 조회
15075777,해양수산부_연안 1KM 시설물,29593,연안 1KM 시설물 WMS 조회
15074729,해양수산부_서해안 EEZ-특성평가격자,29591,서해안 EEZ-특성평가격자 WMS조회
15075853,해양수산부_해양용도구역_안전관리,29605,해양용도구역_안전관리 WMS조회
15075779,해양수산부_연안 5KM 시설물,29597,연안 5km 시설물 WMS조회
15074694,해양수산부_격자1단계,29555,격자1단계 WMS 조회
15074719,해양수산부_격자5단계,29559,격자5단계 WMS조회
15074706,해양수산부_격자3단계,29549,격자3단계 WFS조회
15074709,해양수산부_격자4단계,29557,격자4단계 WMS조회
15001946,해양수산부 국립해양조사원_해안선 통계 공표자료,15656,해안선통계 정보 조회
15068121,해양수산부_환경영향평가정보 서비스,26734,환경영향평가 정보조회
15075817,해양수산부_지식정보 생산모델 해수면 수온 15분 격자 D+1 예측값,29627,지식정보 생산모델 해수면 수온 15분 격자 D+1 예측값 속성조회
15075835,해양수산부_지식정보 생산모델 해수면 수온 3분 격자 D+1 예측값,29626,지식정보 생산모델 해수면 수온 3분 격자 D+1 예측값 속정조회
15075826,해양수산부_지식정보 생산모델 해수면 수온 15분 격자 D+2 예측값,29628,지식정보 생산모델 해수면 수온 15분 격자 D+2 예측값 속성조회
15074088,해양수산부_낚시 어선업 신고정보,27961,낚시 어선업 신고정보
15055851,해양수산부_선박제원정보 서비스,20479,선박제원정보 조회
15056511,해양수산부_수협 산지조합 위판장 정보,11380,수협 산지조합 위판장 정보 조회
15056556,해양수산부_수산물 품목별 수출입 현황,11391,수산물 품목별 수출입 현황 조회
15056588,해양수산부 국립수산과학원_정선해양관측정보,10371,관측지점별 정보 조회_정선
15056602,해양수산부_수산물 HSK품목별 수출입 현황,11392,수산물 HSK품목별 수출입 현황 조회
15056658,해양수산부_외항화물반출입정보,20593,외항화물반출입정보 조회
15056705,해양수산부_해수욕장 수질적합 여부 서비스,26821,해수욕장수질적합여부 정보조회
15056724,해양수산부_양식어종수별 어가현황,19313,양식어종수별 어가현황 조회
15056791,해양수산부_품목별 화물처리실적 통계정보,20609,품목별 화물처리실적 통계정보(연월)
15056856,해양수산부_위판장별 위탁판매 현황,11383,위판장별 위탁판매 현황 조회
15056870,해양수산부 국립수산과학원_정선해양관측정보,6005,관측지점별 정보 조회_정선
15056874,해양수산부_양식방법별 어가현황,19312,양식방법별 어가현황 조회
15056948,해양수산부_연안화물 수송실적 통계정보,20611,연안화물 수송실적 통계정보(연월)
15057064,해양수산부_수협 물류센터/공판장 품목별 입출고 현황,11390,수협 물류센터/공판장 품목별 입출고 현황 조회
15057069,해양수산부 국립수산과학원_적조정보,10384,적조발생내역 검색
15057215,해양수산부_국가별 수산물 수출입 순위 정보,11394,국가별 수산물 수출입 순위 정보 조회
15057242,해양수산부 국립수산물품질관리원_수산물이력 상세 정보제공 서비스,16988,생산정보 상세 정보조회
15057250,해양수산부_국가별컨테이너처리실적 통계정보,20602,국가별 컨테이너 처리실적 통계정보 (연월)
15057327,해양수산부 국립수산과학원_해양생물종정보,10375,해양생물종정보
15057389,해양수산부 국립수산과학원_위성해양영상정보,6011,관측일시별 영상정보 검색
15057404,해양수산부 국립수산과학원_위성해양영상정보,11561,관측일시별 영상정보 검색
15074728,해양수산부_동해안 EEZ-특성평가격자,29589,동해안 EEZ-특성평가격자 WMS조회
15057572,해양수산부_수협 산지조합 창고 정보,11384,수협 산지조합 창고 정보 조회
15057586,해양수산부_외내항컨테이너처리실적 통계정보,20600,외내항 컨테이너 처리실적 통계정보 (연월)
15057599,해양수산부_외항컨테이너반출입정보,20591,외항컨테이너반출입정보 조회
15057607,해양수산부_국가별 수산물 수출입 현황,11393,국가별 수산물 수출입 현황 조회
15057689,해양수산부_일자별 위탁판매 현황,11381,일자별 위탁판매 현황 조회
15057703,해양수산부_내항화물반출입정보,20596,내항화물반출입정보 조회
15057739,해양수산부 국립수산과학원_연안정지관측정보,6009,관측지점별 정보 조회_연안
15057792,해양수산부 국립해양조사원_항행경보 현황,21310,항행경보 현황 조회
15057872,해양수산부 국립수산과학원_해파리정보,6217,해파리출현지점 검색
15057897,해양수산부 국립수산물품질관리원_수산물이력 기본 정보제공 서비스,16625,품목코드조회
15057947,해양수산부_수산물 수출입품목분류코드,11395,수산물 수출입품목분류코드 조회
15057991,해양수산부_시도별 수산가공품 생산고,19320,시도별 수산가공품 생산고 조회
15058007,해양수산부_수협 산지조합 위판장 현황,11158,수협 산지조합 위판장 현황 조회
15058031,해양수산부 국립수산과학원_연안정지관측정보,10368,관측지점별 정보 조회_연안
15058077,해양수산부 국립수산과학원_실시간어장정보,6007,관측지점별 정보 조회_실시간어장정보
15058121,해양수산부_연안정보도 도엽제공 서비스,10037,연안정보도 1:5000 축척 도엽정보 리스트 정보 현황
15058123,해양수산부_품종별 수산가공품 생산량,19321,품종별 수산가공품 생산량 조회
15058154,해양수산부_사전환경성 정보 서비스,26731,사전환경성 정보조회
15058193,해양수산부 국립해양조사원_해상사격훈련구역,21558,해상사격훈련구역 정보 조회
15058310,해양수산부_해역이용 영향평가정보 서비스,26822,해역이용영향평가정보조회
15058342,해양수산부_해수욕장백사장적합여부 서비스,26729,해수욕장백사장적합여부정보 조회
15058347,해양수산부_해양환경 영향평가정보 서비스,26733,해양환경영향평가정보 조회
15058376,해양수산부 국립수산과학원_실시간어장정보,10373,관측지점별 정보 조회_실시간어장정보
15058519,해양수산부_해수욕장정보 서비스,26727,해수욕장 정보조회
15058585,해양수산부_내항컨테이너반출입정보,20590,내항컨테이너반출입정보 조회
15058859,해양수산부_수협 물류센터/공판장 품목별 재고 현황,11389,수협 물류센터/공판장 품목별 재고 현황 조회
15058883,해양수산부_해역이용협의정보 서비스,26732,해역이용협의정보조회
15058980,해양수산부_수협 산지조합 창고별 매출처 정보,11385,수협 산지조합 창고별 매출처 정보 조회보
15059041,해양수산부 국립수산과학원_해파리정보,10388,해파리출현지점 검색
15059059,해양수산부_항만별 선박입출항실적 통계정보,20613,항만별 선박입출항실적 통계정보(연월)
15059077,해양수산부_수협 산지조합 정보,11379,수협 산지조합 정보
15059131,해양수산부_수출입컨테이너처리실적 통계정보,20605,수출입 컨테이너 처리실적 통계정보 (연월)
15059170,해양수산부_환경영향 평가정보 서비스,19207,환경영향평가정보조회
15059210,해양수산부_수협 산지조합 창고 품목별 재고 현황,11387,수협 산지조합 창고 품목별 재고 현황 조회
15059302,해양수산부_연안정보도 도엽제공 서비스,5574,연안정보도 1:5000 축척 도엽정보 리스트 정보 현황
15059417,해양수산부_위판장별 어종별 위탁판매 집계,11382,위판장별 어종별 위탁판매 집계 조회
15059421,해양수산부_지역별 선박입출항실적 통계정보,20607,지역별 선박입출항실적 통계정보(연월)
15059444,해양수산부_수협 산지조합 창고 품목별 입출고 현황,11386,수협 산지조합 창고 품목별 입출고 현황 조회
15059499,해양수산부 국립수산과학원_해양생물종정보,6004,해양생물종정보
15075847,해양수산부_해양용도구역_해양관광,29800,해양용도구역_해양관광 WMS조회
15075839,해양수산부_지식정보 생산모델 해수면 수온 3분 격자 D+2 예측값,29625,지식정보 생산모델 해수면 수온 3분 격자 D+2 예측값 속성조회
15074870,해양수산부_인천-특성평가격자,29563,인천-특성평가격자 WFS 조회
15074726,해양수산부_경북-특성평가격자,29551,경북-특성평가격자 WMS 조회
15075721,해양수산부_연속정보 수온 (3분),29600,연속정보 수온(3 분) 속성조회
15075713,해양수산부_해양공간범위,29561,해양공간 범위 WMS조회
15075723,해양수산부_연속정보 염분(3 분),29602,연속정보 염분(3 분) 속성조회
15075722,해양수산부_연속정보 염분(15 분),29601,연속정보 염분(15 분) 속정조회
15074727,해양수산부_남해안 EEZ-특성평가격자,29587,남해안 EEZ-특성평가격자 WMS조회
15075681,해양수산부_제주-특성평가격자,29569,제주-특성평가격자 WMS 조회
15075844,해양수산부_해양용도구역이미결정된해양공간범위,29621,해양용도구역이미결정된해양공간범위 WMS조회
15075845,해양수산부_해양용도구역_어업활동,29619,해양용도구역_어업활동 WMS조회
15075846,해양수산부_해양용도구역_골재광물,29617,해양용도구역_골재광물 WMS조회
15074725,해양수산부_경남-특성평가격자,29577,경남-특성평가격자 WMS 조회
15074872,해양수산부_전북-특성평가격자,29571,전북-특성평가격자 WMS 조회
15075733,해양수산부_연속정보 해상풍(15 분),29603,연속정보 해상풍(15 분) 속성조회
15075850,해양수산부_해양용도구역_항만항행,29609,해양용도구역_항만항행 WMS조회
15074865,해양수산부_부산_특성평가격자,29575,부산-특성평가격자 WMS 조회
15075843,해양수산부_해양용도구역,29623,해양용도구역 WMS조회
15074869,해양수산부_울산_특성평가격자,29579,울산-특성평가격자 WMS 조회
15074871,해양수산부_전남-특성평가격자,29567,전남-특성평가격자 WMS 조회
15075687,해양수산부_충남-특성평가격자,29792,충남 특성평가격자 WMS 조회
15075848,해양수산부_해양용도구역_환경생태,29613,해양용도구역_환경생태 WMS조회
15075849,해양수산부_해양용도구역_연구교육,29611,해양용도구역_연구교육 WMS조회
15075720,해양수산부_연속정보 수온(15분),29798,연속정보 수온(15분) 속성조회
15075852,해양수산부_해양용도구역_군사활동,29607,해양용도구역_군사활동 WMS조회
15075813,해양수산부_강원-특성평가격자,29581,강원-특성평가격자 WMS조회
15075778,해양수산부_연안 3KM 시설물,29796,연안 3KM 시설물 WFS조회
15074699,해양수산부_격자2단계,29790,격자2단계 WFS조회
15075698,해양수산부_특성평가격자,29824,특성평가격자 WMS 조회
15075738,해양수산부_연속정보 해상풍(3 분),29799,연속정보 해상풍(3 분) 속성조회
3035490,해양수산부 국립해양조사원_항행통보,21557,등대표 정보 조회
15002265,해양수산부_연안 자료제공 정보,10026,연안 자료제공 리스트 정보 현황
15029605,해양수산부_위험물정보,20803,위험물정보 조회
15029607,해양수산부_화물운임공표정보,20574,외항화물운임공표
3056344,해양수산부_바닷가관리정보,10134,전체 바닷가 목록 조회
3056955,해양수산부_항만시설사용정보,20589,항만시설사용신고정보
3056342,해양수산부_공유수면점용/사용정보,10153,전체 공유수면 점용/사용 목록 조회
3056339,해양수산부_포락지관리정보,10997,전체 포락지 목록 조회
3076412,해양수산부_무인도서정보,10034,무인도서 주소 리스트 정보 현황
3082243,해양수산부_항만시설 및 하역능력정보,20482,시설제원정보 조회
15081808,국세청_사업자등록정보 진위확인 및 상태조회 서비스,32151,
15070433,관세청_관세환율정보,27080,관세환율정보
15070531,관세청_세관장확인대상물품,27081,세관장확인대상물품
3040133,관세청_시도별 수출입 실적,23607,시도별 수출입실적 서비스
3046122,관세청_품목별 수출입 실적,6225,품목별 수출입실적 서비스
3078807,관세청_국가별 수출입실적,6226,국가별 수출입실적 서비스
3078808,관세청_성질별 수출입실적,6227,성질별 수출입실적 서비스
3078809,관세청_신성질별 수출입실적,6228,신성질별 수출입실적 서비스
3078810,관세청_품목별 국가별 수출입실적,6229,품목별 국가별 수출입실적 서비스
3078811,관세청_성질별 국가별 수출입실적,6230,성질별 국가별 수출입실적 서비스
3078812,관세청_신성질별 국가별 수출입실적,6231,신성질별 국가별 수출입실적 서비스
3078813,관세청_대륙별 수출입실적,6232,대륙별 수출입실적 서비스
3078814,관세청_경제권별 수출입실적,6233,경제권별 수출입실적 서비스
3078815,관세청_세관별 수출입실적,6234,세관별 수출입실적 서비스
3078816,관세청_종류별 수출입실적,6235,종류별 수출입실적 서비스
3078817,관세청_항구/공항별 수출입실적,6236,항구/공항별 수출입실적 서비스
3078832,관세청_시도별 성질별 수출입실적,23608,시도별 성질별 수출입실적 서비스
3078833,관세청_시도별 품목별 수출입실적,23610,시도별 품목별 수출입실적 서비스
15053472,조달청_나라장터 사용자정보서비스,15668,수요기관정보조회
15053479,조달청_나라장터 종합쇼핑몰 품목정보 서비스,32385,제3자단가계약 품목정보 조회
15056684,조달청_공공조달통계정보서비스,15761,전체 공공조달 현황
15057109,조달청_누리장터 민간입찰공고서비스,19805,민간입찰공고정보에 대한 용역조회
15058054,조달청_나라장터 계약과정통합공개서비스,14772,계약과정통합공개정보에 대한 외자조회
15058626,조달청 물품관리정보서비스,14533,물품분류번호별 내용연수조회
15058815,조달청_나라장터 공공데이터개방표준서비스,20155,데이터셋 개방표준에 따른 입찰공고정보
15058890,조달청 물품목록정보서비스,14429,목록정보(일반검색) 물품안내지도 조회
15058985,조달청_누리장터 민간낙찰정보서비스,19649,민간 낙찰된 목록 현황 조회
15059280,조달청_누리장터 민간계약정보서비스,19635,계약현황 민간조회
3036692,조달청_시설공통자재 가격정보 내역,14390,조경수목 가격정보
3036698,조달청_업종코드정보,14771,업종 및 근거법규 정보 조회
15000591,조달청_낙찰정보,20204,낙찰된 목록 현황 물품조회
15000801,조달청_사전규격정보,20235,사전규격 물품 목록 조회
15000802,조달청_입찰공고정보,30043,입찰공고목록 정보에 대한 공사조회
15000803,조달청_계약정보,15712,계약현황에 대한 물품조회
15021091,조달청_조달요청정보,15744,조달요청에 대한 기술용역조회
3036679,조달청_발주계획정보,20227,발주계획현황에 대한 물품조회
15056860,통계청_KOSIS 통계목록 조회,4116,KOSIS 통계목록 서비스
15057227,통계청_KOSIS 지표정보 조회,2939,지표명별 목록 조회
15057468,통계청_KOSIS 통계설명 조회,4119,KOSIS 통계설명 서비스
15057519,통계청_KOSIS 통계자료 조회,4117,KOSIS 통계자료 서비스
15058547,통계청_KOSIS 통계표설명 조회,4118,KOSIS 통계메타 서비스
15058896,통계청_KOSIS 지표고유번호별 설명자료 조회,2987,고유번호별 개념 조회
15058955,통계청_KOSIS 목록별 지표 조회,3252,목록별 지표 조회
15059388,통계청_KOSIS 지표명별 설명자료 조회,2990,지표명별 개념 조회
15080757,통계청_온라인 수집 가격 정보,31818,품목 리스트 조회
15079243,통일부_북한교과서 및 어린이도서 조회 서비스,31475,북한교과서 및 어린이도서 조회
15079311,통일부_북한 동향 조회 서비스,31476,북한 동향 조회
15079225,통일부_북한정보포털 통합검색 서비스,31346,북한정보포털 통합검색 내용 조회
15079284,통일부_통일부 보도자료 조회 서비스,31348,통일부 보도자료 조회
15079276,통일부_북한 약사 정보 조회 서비스,31340,북한 약사 정보 조회
15079317,통일부_북한 관영매체 주요내용 조회 서비스,31333,북한 관영매체 주요내용 조회
15079804,통일부_연도별 북한 및 통일 관련 인기 대출 도서 조회 서비스,31347,연도별 북한 및 통일 관련 인기 대출 도서 조회
15079299,통일부_북한 및 국내외 연속간행물 조회 서비스,31339,북한 및 국내외 연속간행물 조회
15079125,통일부_통일부 채용공고 조회 서비스,31344,통일부 채용공고 조회
15079264,통일부_북한 인물 조회 서비스,31341,북한 인물 조회
15079329,통일부_북한 TV 프로그램 편성표 조회 서비스,30996,북한 TV 프로그램 편성표 목록과 내용
15085785,외교부_국가별 한국발 입국자 조치,33903,한글 국가명 또는 ISO국가코드(다.참고 1 ISO국가코드 이용 )를 이용
15085787,외교부_국가별 해외입국자 조치현황,34043,한글 국가명 또는 ISO국가코드(다.참고 1 ISO국가코드 이용 )를 이용
15080336,외교부_국가·지역별 최신안전소식(코로나관련),31406,국가·지역별 최신안전소식(코로나관련) 목록조회
15056720,외교부_해외이주서비스,11447,해외이주알선업체
15056903,외교부_UNV 공석정보,11438,UNV 공석정보 목록조회
15057115,외교부_분야별 공석정보,11439,분야별 공석정보 목록조회
15057437,외교부_기구별 공석정보,11441,기구별 공석정보 목록조회
15058024,외교부_국가별 공지사항 목록조회,11448,국가별 공지사항 목록조회
15058350,외교부_코드정보(기구별/분야별) 조회,11446,코드정보(기구별/분야별) 목록조회
15058737,외교부_JPO 공석정보,11378,JPO 공석정보 목록조회
15058744,외교부_최근 공석정보,11442,최근 공석정보 목록조회
15058850,외교부_인턴십 공석정보,11437,인턴십 공석정보 목록조회
15058969,외교부_공고문 조회,11445,공석정보 공고문 목록조회
15059195,외교부_국가별 여행경보 히스토리 목록조회,11443,국가별 여행경보 히스토리 목록조회
15059232,외교부_해외이주서비스,4147,해외이주알선업체
15040711,외교부_여권사무대행기관,23245,여권사무대행기관정보 조회
15076238,외교부_국가·지역별 정치정보,29885,국가∙지역별 정치정보 목록 조회
15075354,외교부_국가·지역별 재외공관 정보,29877,재외공관정보 정보 조회
15076237,외교부_국가∙지역별 여행경보,29892,국가∙지역별 여행경보 목록 조회
