FILE_000000002440890,15089031
FILE_000000002432710,15087322
FILE_000000002448213,15054962
FILE_000000002448781,15090994
FILE_000000002443213,15089639
FILE_000000002433971,15087619
FILE_000000002308657,15052708
FILE_000000002436498,15088215
FILE_000000002354592,15070345
FILE_000000002327414,15068980
FILE_000000002446223,15090331
FILE_000000002440921,15089037
FILE_000000002437320,15088433
FILE_000000002445485,15090210
FILE_000000002450997,15089764
FILE_000000001596154,15042094
FILE_000000002449992,15091305
FILE_000000002443301,15089688
FILE_000000002277961,15046079
FILE_000000002442719,15089459
FILE_000000002444455,15089931
FILE_000000002443879,15089814
FILE_000000002436129,15086261
FILE_000000002449457,15091240
FILE_000000002430646,15087088
FILE_000000002385451,15080750
FILE_000000002446430,15081779
FILE_000000002450038,15087339
FILE_000000002450307,15091421
FILE_000000002437142,15088407
FILE_000000002385338,15037482
FILE_000000002445650,15090256
FILE_000000002444517,15089943
FILE_000000002432270,15087274
FILE_000000002448531,15090908
FILE_000000002448000,15081597
FILE_000000002397777,15081712
FILE_000000002430391,15087139
FILE_000000002448915,15091064
FILE_000000002438624,15088491
FILE_000000002451999,15044666
FILE_000000002449286,15090953
FILE_000000002441660,15089241
FILE_000000002434210,15087666
FILE_000000002446152,15088742
FILE_000000002444215,15079969
FILE_000000002443571,15089176
FILE_000000002435085,15087779
FILE_000000002446224,15090332
FILE_000000002397659,15078690
FILE_000000002448031,15090715
FILE_000000002446676,15090430
FILE_000000002445539,15090222
FILE_000000002435428,15087871
FILE_000000002443716,15089763
FILE_000000002444508,15089939
FILE_000000002428959,15086936
FILE_000000002443806,15089787
FILE_000000001250186,15003468
FILE_000000002444413,15087819
FILE_000000002433474,15087486
FILE_000000002442355,15089334
FILE_000000002442128,15089312
FILE_000000002449189,15091156
FILE_000000002447062,15077805
FILE_000000002443160,15089619
FILE_000000001613546,15052712
FILE_000000002448431,15090883
FILE_000000002443067,15089571
FILE_000000002444774,15088446
FILE_000000002438623,15088496
FILE_000000002443083,15089581
FILE_000000002442315,3077870
FILE_000000002441811,15079953
FILE_000000001342062,15017546
FILE_000000002441688,15089257
FILE_000000002436085,15088120
FILE_000000002437671,15088506
FILE_000000002449941,15091340
FILE_000000002444441,15089928
FILE_000000002446895,15090044
FILE_000000002440862,15089019
FILE_000000002445842,15089603
FILE_000000002286087,15064018
FILE_000000002441478,15089190
FILE_000000002449881,15077308
FILE_000000002448745,15090990
FILE_000000002430240,15087118
FILE_000000002447033,15090511
FILE_000000002449574,15077561
FILE_000000002446945,15090491
FILE_000000002437474,15088447
FILE_000000002344543,15070045
FILE_000000002433999,15087631
FILE_000000002437003,15088367
FILE_000000002429658,15087053
FILE_000000002442514,15089389
FILE_000000002439646,15088539
FILE_000000002437960,15088580
FILE_000000002449426,15091238
FILE_000000002438094,15088471
FILE_000000002449704,15091318
FILE_000000002441484,15089206
FILE_000000002446764,15090439
FILE_000000002413612,15084603
FILE_000000002448199,15090790
FILE_000000002437103,15088070
FILE_000000002432094,15086963
FILE_000000002436331,15088187
FILE_000000002433159,15087405
FILE_000000002438749,15088451
FILE_000000002434498,15087697
FILE_000000002442894,15089548
FILE_000000002430113,15079703
FILE_000000002438841,15088736
FILE_000000002439175,15088765
FILE_000000002437858,15088561
FILE_000000002433294,15087452
FILE_000000002441427,15046055
FILE_000000002445428,15090188
FILE_000000002440178,15088937
FILE_000000002437480,15088450
FILE_000000002449263,15091196
FILE_000000002413947,15043855
FILE_000000002447031,15090509
FILE_000000002443088,15089586
FILE_000000002442485,15089382
FILE_000000002445838,15090170
FILE_000000002434447,15078483
FILE_000000002443243,15089652
FILE_000000002430456,15087156
FILE_000000002433288,15087445
FILE_000000002435384,15087848
FILE_000000002442700,3077825
FILE_000000002383344,15048184
FILE_000000002433357,15087449
FILE_000000002446814,15088574
FILE_000000002433697,15087561
FILE_000000002450289,15089683
FILE_000000002447932,15090688
FILE_000000002442659,15089442
FILE_000000002448079,15090753
FILE_000000002451997,15044662
FILE_000000002435472,15087828
FILE_000000002443127,15089604
FILE_000000002441468,15089174
FILE_000000002443258,15089673
FILE_000000002433722,15087560
FILE_000000002447070,15090524
FILE_000000002437546,15088464
FILE_000000002432703,15087317
FILE_000000002450769,15081967
FILE_000000002448148,15090777
FILE_000000001415227,15013131
FILE_000000002443860,15089798
FILE_000000002434061,15087650
FILE_000000001394991,15050728
FILE_000000002450219,15091399
FILE_000000002436160,15088145
FILE_000000002441677,15089248
FILE_000000002446653,15090299
FILE_000000002437080,15088384
FILE_000000002450921,15083536
FILE_000000002444756,15088286
FILE_000000002435464,15087872
FILE_000000002444512,15089941
FILE_000000002433749,15087571
