"APICD","APINM","ORGANNM","DATAFORMMAT","DOCXNAME","APITYPE","DETAILPK"
"15061199",한국지역정보개발원_복수노조 교섭단체 단일화정보 조회 서비스,행정안전부 한국지역정보개발원,XML,기술문서_복수노조 교섭단체 단일화정보 조회 서비스.docx,REST,uddi:adb619f7-be92-4d03-b092-cadb48461afd_202007011554
"15056798",한국지역정보개발원_경영정보 조회 서비스,행정안전부 한국지역정보개발원,XML,기술문서_경영정보현황  조회 서비스.docx,REST,uddi:187528c6-b5d8-44fd-8b59-aa058c1560cd
"15057277",한국지역정보개발원_임원연봉 조회 서비스,행정안전부 한국지역정보개발원,XML,기술문서_임원연봉 조회 서비스.docx,REST,uddi:4289bb14-9863-4bc2-b5b3-dca21aee009f
"15057401",한국지역정보개발원_유연근무현황 조회 서비스,행정안전부 한국지역정보개발원,XML,기술문서_유연근무현황 조회 서비스.docx,REST,uddi:4ba5d6cb-61d0-4074-a401-d61ae8d206da
"15059488",한국마사회 씨수말 정보,한국마사회,XML,API79_한국마사회 씨수말 정보.docx,REST,uddi:fa46b211-463f-48bb-8110-c5d27a759fa0
"15012297",농림수산식품교육문화정보원_농수축산물 도매시장 상세 경락가격,농림수산식품교육문화정보원,JSON+XML,EPIS_NKOD_OP_OpenAPI활용가이드_농수축산물 도매시장 상세 경락가격.docx,REST,uddi:9e3b536e-16f6-4e97-8175-e3cb59f92010
"15000849",한국자산관리공사_이용기관공매물건조회서비스,한국자산관리공사,XML,OpenAPI활용가이드_한국자산관리공사(차세대온비드)_v1.1_이용기관공매물건조회.docx,REST,uddi:376a9101-7f20-4b15-a6e4-88329f76758f
"15080835",한국보훈복지의료공단_중앙보훈병원 욕창진료센터 환자 치료정보,한국보훈복지의료공단,JSON+XML,,REST,uddi:987eb607-ce0d-49c6-b884-f0fa906031e4
"15056499",한국마사회 경주계획표,한국마사회,XML,API72_한국마사회 경주계획표.docx,REST,uddi:0039cb94-61b1-4cc4-8365-98ba1f9142c3
"15082033",한국주택금융공사_전세자금대출 금리 정보,한국주택금융공사,JSON+XML,"7.전세자금대출정보(대출금리정보)_V1.3.docx",REST,uddi:b62f439d-8c5d-4a15-907e-81e859b7c274_202106151717
"15013109",전국도서관표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:b385489f-f5a7-4668-a067-ab2124d7963d
"15013194",전국보호수표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:2d85db24-7c56-417f-a08d-f8a8f2bca3a1
"15013203",전국도시철도노선정보표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:bf876f80-58f8-4aa4-80d0-e686bcb6eeaa
"15017320",전국보안등정보표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:c1e741f2-5fdb-4a2c-9565-f8bf82c7b11f
"15001149",한국예탁결제원_증권대차서비스,한국예탁결제원,XML,수정SEIBroAPI_매뉴얼_20190531.hwp,REST,uddi:65fd7b99-6863-4e50-9813-87ae3340a999
"15002794",서울시설공단_도시고속도로 방음벽 정보,서울시설공단,XML,OpenAPI활용가이드_서울시시설관리공단_v1.2(방음벽정보).docx,REST,uddi:9dd6ae85-e99d-4c1a-b35f-dc191a5483e4
"15003817",인천항만공사_인천항 물동량 처리 실적,인천항만공사,XML,OpenAPI활용가이드_인천항만공사_v1.5.docx,REST,uddi:1ee16f91-c16f-4985-9c58-a6a5b3c764eb
"15056699",한국마사회 출전 등록말 정보,한국마사회,XML,API23_한국마사회 출전 등록말 정보.docx,REST,uddi:10684d01-0ac3-469b-9363-d1814753f0e2
"15056733",축산물품질평가원_축산물DNA동일성검사 업소정보,축산물품질평가원,XML,축산물품질평가원_OpenAPI활용가이드_축산물이력정보_축산물_DNA동일성검사업소정보_v2.5.docx,REST,uddi:1391ec8e-60ec-4c54-ac86-d19d33d4f46a
"15056806",여수광양항만공사_컨테이너 수송 실적통계,여수광양항만공사,JSON+XML,여수광양항만공사_1차_OpenAPI활용가이드_v1.4.docx,REST,uddi:18f4ebe6-e6fa-4255-8feb-844419b1207c
"15056830",한국마사회 승용마 상세정보,한국마사회,XML,API41_한국마사회 승용마 상세정보.docx,REST,uddi:1aeecbdb-d8e5-4e90-bf2a-c4fedb403414
"15057336",서울올림픽기념국민체육진흥공단_스포츠과학,서울올림픽기념국민체육진흥공단,XML,OpenAPI활용가이드(개발원_스포츠과학)_v1.1.docx,REST,uddi:479e15a0-ccd2-4f98-a11a-8e94a906e3a6
"15021138",전국치매센터표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:6fb7ca07-042c-4c11-a4b9-96499ee533db
"15021141",전국관광지정보표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:ed097ad1-4589-4000-8d8e-b7c980136f25
"15021144",전국낚시터정보표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:5bb9329a-486d-4135-a580-ee1e0fa909e5
"15021148",전국초중등학교위치표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:c86c5799-7b1a-4b00-9b14-972464e7f631
"15023680",전국계약정보표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:4d43dc07-5039-411f-b682-b16c84145a81
"15059996",서울에너지공사_열생산량,서울에너지공사,JSON+XML,서울에너지공사_열생산량 API 정의서.docx,REST,uddi:7744d997-6623-440b-94fd-c268bc967230
"15028201",전국횡단보도표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:6b4e8636-28d4-445e-872d-8173af07f557
"15028206",전국안전비상벨위치표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:d5471413-1c3d-432a-8ac2-8ff78716f62a
"15003944",인천항만공사_인천항 임대 정보,인천항만공사,XML,OpenAPI활용가이드_인천항만공사_v1.5.docx,REST,uddi:eb726b78-162b-45e5-9cb0-fceb2be12a77
"15004059",인천항만공사_인천항선박제원정보,인천항만공사,XML,OpenAPI활용가이드_인천항만공사_v1.5.docx,REST,uddi:6a6ca952-a62b-459a-9adb-e89a429f8209
"15057061",농림수산식품교육문화정보원_신구표준코드매핑정보,농림수산식품교육문화정보원,JSON+XML,EPIS_NKOD_OP_OpenAPI활용가이드_농수축산물표준코드매핑정보.docx,REST,uddi:2e4cd9a0-556e-4b7e-be39-c60b06a1ec09
"15057065",서울올림픽기념국민체육진흥공단_경정 - 경주결과,서울올림픽기념국민체육진흥공단,XML,OpenAPI활용가이드(경정_경주결과)_v1.2.doc,REST,uddi:2ea77bf7-dc10-4534-be68-a0acb1f9eeec
"15057093",여수광양항만공사_국가별 화물 수송 통계,여수광양항만공사,JSON+XML,여수광양항만공사_1차_OpenAPI활용가이드_v1.4.docx,REST,uddi:31a35ea8-f129-4aa2-bc61-c6148d35dc45
"15057237",서울올림픽기념국민체육진흥공단_소마미술관 조각작품현황 API 서비스,서울올림픽기념국민체육진흥공단,XML,OpenAPI활용가이드(소마미술관_조각작품현황)_v1.0_final.docx,REST,uddi:3fd968ec-5377-442d-8898-f06cc6866e3d
"15028238",한국환경정책평가연구원_환경영향평가 악취정보,한국환경정책평가연구원,JSON+XML,악취정보서비스_참고문서.zip,REST,uddi:f4495826-8f2f-4555-9154-93fa3409c7ca
"15076263",외교부_국가∙지역별 국기 이미지,외교부,JSON,"11.기술문서_외교부_국가_지역별_국기이미지_v1.1.docx",REST,uddi:426eb6f7-04af-4367-9b82-b8286b6cfebe_202102242112
"15076261",외교부_국가∙지역별 인구증감 정보,외교부,JSON,"7.기술문서_외교부_국가_지역별_인구증감_정보_v1.2.docx",REST,uddi:508ce98f-11f1-4a25-b39b-e9f29c4677a9_202102241731
"15000504",외교부_여행금지제도,외교부,XML,기술문서_여행금지제도_v1.6.docx,REST,uddi:f33f0ce7-442f-47a6-819e-ac83174b871c
"15075681",해양수산부_제주-특성평가격자,해양수산부,XML,제주-특성평가격자_기술문서.docx,REST,uddi:d68b0567-2a4d-439d-97de-b4ecb88ca57c_202102051545
"15070433",관세청_관세환율정보,관세청,XML,관세청_관세환율 기술문서.docx,REST,uddi:81dc36e1-9e3c-4d0d-b137-c2a9cd96acd6_202010221719
"3078811",관세청_성질별 국가별 수출입실적,관세청,XML,OpenAPI활용가이드_07.관세청(성질별 국가별 수출입실적 서비스 )_v2.7.zip,REST,uddi:f19f0f2e-e952-4b8e-abfa-8e63eca6f975
"15000591",조달청_낙찰정보,조달청,JSON+XML,조달청_OpenAPI활용가이드_나라장터_낙찰정보서비스_1.4.docx,REST,uddi:5c15510d-0631-4ee5-bda2-e5a86f1cc0d7_201805110941
"15000801",조달청_사전규격정보,조달청,JSON+XML,조달청_OpenAPI활용가이드_나라장터_사전규격정보서비스_1.2.docx,REST,uddi:ebfc657a-cdbd-470d-9750-d33e3a53462f_201805111000
"15000802",조달청_입찰공고정보,조달청,JSON+XML,조달청_OpenAPI활용가이드_나라장터_입찰공고정보서비스_2.7.docx,REST,uddi:64ecc026-a282-43df-b0e1-f59417c606ce_202103031625
"15056569",경찰청_교차로계획정보서비스,경찰청,JSON+XML,기술문서_교차로계획정보서비스.docx,REST,uddi:068dfb7b-3c50-4806-8a54-e57cad3611f0
"15057670",경찰청_포털기관 습득물정보 조회 서비스,경찰청,XML,NIA-IFT-OpenAPI활용가이드-02.경찰청-포털기관습득물정보조회서비스_v2.0.hwp,REST,uddi:6071d0b2-8ae8-4560-a7c9-a965e35278c0
"15077092",국립암센터_폐암 라이브러리 마취 종류별,국립암센터,JSON+XML,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(22)마취_종류별.docx,REST,uddi:33d3ff2c-ce14-4b58-9315-d47b79a21942
"15077096",국립암센터_폐암 라이브러리 방사선 치료처방 종류별,국립암센터,JSON+XML,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(25)방사선_치료처방_종류별.docx,REST,uddi:07adc296-698b-41d7-b67c-fcf278ccaeed
"15077106",국립암센터_신장암 라이브러리 항암 치료 목적별,국립암센터,JSON+XML,국립암센터_신장암_집계정보_조회서비스_오픈API활용가이드_(18)항암_치료_목적별.docx,REST,uddi:32ed1ee2-a7b0-41ca-b054-92e1ccbaff97
"15000652",국립중앙의료원_전국 자동심장 충격기 정보 조회 서비스(AED),국립중앙의료원,XML,NIA-IFT-OpenAPI활용가이드-01.국립중앙의료원-자동심장충격기정보조회서비스(AED).hwp,REST,uddi:8bdb7b45-09f4-43b8-b378-eab9ffd56bf9_201703161439
"15000736",국립중앙의료원_전국 병?의원 찾기 서비스,국립중앙의료원,XML,NIA-IFT-OpenAPI활용가이드-01.국립중앙의료원-병의원찾기서비스.hwp,REST,uddi:441a6ef5-1711-4193-bd27-bde62e69bdd2_201703221005
"15001699",건강보험심사평가원_의료기관별상세정보서비스,건강보험심사평가원,XML,OpenAPI활용가이드_건강보험심사평가원(의료기관별상세정보서비스)_200115.docx,REST,uddi:77f90ae3-c51e-4f35-beab-868cb1a0f9e0_202006091012
"15005941",국립중앙의료원_민간구급차 현황정보,국립중앙의료원,XML,NIA-IFT-OpenAPI활용가이드-01.국립중앙의료원-이송업체구급차정보조회서비스.hwp,REST,uddi:fa3d6a51-9cea-4b8e-892e-81f5d342e2a9
"15000563",국립중앙의료원_전국 응급의료기관 조회 서비스,국립중앙의료원,XML,NIA-IFT-OpenAPI활용가이드-01.국립중앙의료원-응급의료정보조회서비스.hwp,REST,uddi:850401a1-f6dc-4ec5-8c6d-c4667c561d7e_201703161519
"15056654",국립암센터_직장암 협력병기 조사 정보제공 서비스,국립암센터,JSON+XML,국립암센터_OpenAPI활용가이드_직장암병기조사정보제공서비스.hwp,REST,uddi:0d26b477-59fc-42d7-b473-a6001fde2f5c_202105041417
"15057063",국립암센터_유방암 협력병기 조사 정보제공 서비스,국립암센터,JSON+XML,국립암센터_OpenAPI활용가이드_유방암병기조사정보제공서비스.hwp,REST,uddi:2e7e9ea7-ea51-4e4a-80ed-8581ac4a35d6_202105131757
"15057085",한국노인인력개발원_노인사회활동(노인일자리) 수행기관 정보,한국노인인력개발원,XML,IROS_SS_ID_DV_0501_OpenAPI활용가이드_한국노인인력개발원_노인일자리수행기관서비스__v1.4.doc,REST,uddi:3102235e-9a83-49c4-9f5d-ab262a66d7b5
"15058009",국립암센터_위암 협력병기 조사 정보제공 서비스,국립암센터,JSON+XML,국립암센터_OpenAPI활용가이드_위암병기조사정보제공서비스.hwp,REST,uddi:7e0315a5-11ee-4900-bfda-abe1e6f6ae99_202106021434
"15058928",한국노인인력개발원_노인사회활동노인일자리참여자모집공고정보,한국노인인력개발원,XML,IROS_SS_ID_DV_0501_OpenAPI활용가이드(한국노인인력개발원_노인일자리모집공고서비스)_v1.2.doc,REST,uddi:cb6784a4-9abc-4d0b-a9ff-ecb6f761892e
"15059065",국립암센터_구강암 레지스트리 메타 정보 제공 서비스,국립암센터,JSON,국립암센터_OpenAPI활용가이드_구강암레지스트리메타정보제공서비스.hwp,REST,uddi:d5ffd012-f443-45bc-95b4-f66150402b30_202105131732
"15059353",한국노인인력개발원_노인 재능나눔활동 모집공고 수행기관 정보,한국노인인력개발원,XML,OpenAPI활용가이드_한국노인인력개발원_노인_재능나눔활동_모집공고_수행기관_정보__v1.2.doc,REST,uddi:eebb10fb-494b-42fb-bbd6-a0a7da397fce
"15059373",한국노인인력개발원_교육정보 목록 검색,한국노인인력개발원,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_15.한국노인인력개발원(자립형노인일자리정보_교육정보)_v1.3.docx,REST,uddi:f08fe75a-4d0d-4f66-9357-b5eef01e6ca1
"15077090",국립암센터_폐암 라이브러리 수술 종류별,국립암센터,JSON+XML,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(21)수술_종류별.docx,REST,uddi:9f58e610-2c17-40f9-be74-fccddb53bcd3
"15077059",국립암센터_폐암 라이브러리 진단검사 종류별,국립암센터,JSON+XML,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(14)진단검사_종류별.docx,REST,uddi:9959669d-2bf7-40d4-a50b-f7d9d705e893
"15077056",국립암센터_폐암 라이브러리 세부진단 종류별,국립암센터,JSON+XML,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(13)세부진단_종류별.docx,REST,uddi:0e6c1f87-89d7-4b66-bc52-c60b577f0bde
"15028606",법무부_생활법률지식 정보,법무부,XML,버비’_생활법률지식서비스.docx,REST,uddi:92a52a45-5f93-4b35-8367-be69d4b86c2a_201808301126
"3036708",문화체육관광부 국립중앙박물관_전국 박물관 유물정보,문화체육관광부 국립중앙박물관,JSON+XML,[이뮤지엄]기술문서양식.docx,REST,uddi:4684bede-34d8-4475-ba4e-a3c52e364532
"15062540",문화체육관광부 한국예술종합학교_채용정보 조회,문화체육관광부 한국예술종합학교,XML,한국예술종합학교 채용목록 조회_기술문서양식(재수정_0622).docx,REST,uddi:af0fd97a-41ab-49ae-8136-bb1bd70a2648
"15078208",여성가족부_양성평등실태조사 마이크로데이터 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (양성평등실태조사 마이크로데이터 정보).docx,REST,uddi:0f61c23b-b381-4c05-b976-b5974bea3bf9_202104130031
"15042595",국립암센터_유방암_라이브러리_집계정보,국립암센터,JSON+XML,국립암센터_유방암_집계정보_조회서비스_오픈API활용가이드.docx,REST,uddi:79a2399b-4f29-4d85-abec-ad90ec0ce479
"15000420",기상청_지진정보 조회서비스,기상청,JSON+XML,기상청29_지진정보_조회서비스_오픈API활용가이드.docx,REST,uddi:d203833d-c893-42b8-a9b3-d94f37458106
"15078108",여성가족부_아이돌봄 월별신청현황-시간대별 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌봄 월별신청현황_시간대별 정보 서비스).docx,REST,uddi:7294142c-05c4-41b9-8204-995ab53bdf19
"15078155",여성가족부_아이돌보미 현황 서비스별 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌보미 현황 서비스별 조회).docx,REST,uddi:4a4407b7-d54f-4b6f-9db0-9916b74bbd55
"15078114",여성가족부_여성사전시관 도서 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (여성사전시관 도서 정보 조회).docx,REST,uddi:38c9a9d9-d3c6-461d-9ed4-a7d51318c285_202104081603
"15079828",여성가족부_아이돌봄 월별신청현황-연령소득기준별 정보서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌봄 월별신청현황 연령소득기준별 정보서비스).docx,REST,uddi:4bdd92c5-e972-4f76-8df9-f3d941fc464f_202104110957
"15067705",여성가족부_청소년 활동정보 공공기관 프로그램 서비스,여성가족부,XML,여성가족부_Open API_청소년 활동정보 공공기관 프로그램 서비스_v1.0.docx,REST,uddi:9cb95bec-64b9-421e-aa7e-e77aa37543ec_202009281544
"15076004",농촌진흥청 국립농업과학원_토양도 기반 토양특성 통계정보,농촌진흥청 국립농업과학원,XML,OPEN API기술명세서_토양도 기반 토양특성 통계정보_ver1.0.hwp,REST,uddi:93bbeb30-9abb-4a54-aa51-b8fe39e40d38_202101191547
"15077775",농촌진흥청 국립농업과학원_국가표준 식품성분 정보 제공,농촌진흥청 국립농업과학원,XML,OPEN API기술명세서_국가표준식품성분 정보_ver1.0.hwp,REST,uddi:d8c212f9-eac3-47a1-85e0-de7c77118c76_202103151425
"15040631",농촌진흥청_국립원예특작과학원_인삼특작 추출물정보 조회 서비스,농촌진흥청 국립원예특작과학원,XML,"191007_NIHHS-04_OpenAPI활용가이드_국립원예특작과학원_추출물정보_v1.0.docx",REST,uddi:100028e6-2aec-49f9-b176-b74a5014d966
"15073569",농촌진흥청 국립농업과학원_토양검정 화학성 상세정보,농촌진흥청 국립농업과학원,XML,OPEN API기술명세서_토양검정 화학성 정보_ver1.0.hwp,REST,uddi:1ba8d918-9cc4-40e3-853b-a1482cbd6bb6_202011171615
"15078173",여성가족부_성별영향평가 교육실적 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (성별영향평가 교육실적 조회).docx,REST,uddi:a0a35ca9-8dc8-4bf1-bbc0-9e9ba11c5147
"15078124",여성가족부_아이돌봄 누적가정실적현황 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌봄 누적가정실적현황 조회).docx,REST,uddi:025aeb3b-d9c6-41d1-9ed6-d5709626c285_202104071225
"15078179",여성가족부_국민 다문화수용성 조사 통계 데이터 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (국민 다문화수용성 조사 통계 데이터 정보).docx,REST,uddi:7e4b04c2-0b29-4806-9e5f-b49cf46c2413_202104091339
"15078145",여성가족부_아이돌보미 면접 평가 표준 항목 실적 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌보미 면접 평가 표준 항목 조회).docx,REST,uddi:25ee84c5-1176-449b-baf7-b24631102f5d
"15078132",여성가족부_아이돌봄 광역거점기관 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌봄광역거점기관 조회).docx,REST,uddi:a9322e00-1d53-43ed-abd8-ee4e60d88c40
"15078130",여성가족부_아이돌봄 서비스제공기관 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌봄서비스제공기관 조회).docx,REST,uddi:b4ee5463-314b-48d2-80d3-e9951492c077
"15057050",특허청_과제정보서비스,특허청,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_22.특허청(정부 R&D 특허성과정보)_v1.0.docx,REST,uddi:2d6b4b65-ae68-485c-868b-ed5da02cf8f3_201412101335
"15059476",특허청_한국전통 병증정보,특허청,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_21.특허청_전통지식정보__v1.2.docx,REST,uddi:f9936bf3-cb3d-4414-bb71-b5a36fca35f1_201709201527
"15083744",산림청 국립산림과학원_임업기술핸드북,산림청 국립산림과학원,JSON+XML,"06_임업기술핸드북_기술문서_v1.4.docx",REST,uddi:9ce253e7-b258-4177-87f6-ad2d2faffaa7_202108241444
"15058682",산림청_산 정보 조회,산림청,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_13.산림청_산정보_산림문화_휴양정보__v2.22__.docx,REST,uddi:b54819f5-3d56-454c-b332-c1de46d07851
"15074816",산림청_과거산사태 정보,산림청,JSON+XML,LIOS-APR-B07_01_05_오픈API 활용자가이드_(과거산사태 정보 조회 서비스)_V1.1.docx,REST,uddi:1f0bcc99-a816-45c9-a834-e02aa1e9a775
"15000165",산림청 국립수목원_곤충자원 서비스,산림청 국립수목원,XML,OpenAPI활용가이드_국립수목원_곤충자원서비스_v2.3.docx,REST,uddi:d769327b-184d-47c5-bb72-e641a612b54d_202009091447
"15002725",산림청_숲서비스 및 둘레길 정보,산림청,XML,OpenAPI활용가이드_산림청_숲서비스둘레길정보_v2.2.docx,REST,uddi:9dd4ce14-05d7-4631-a2c8-e3342e9d6719
"15074459","한국에너지공단_상업부문-업종별에너지사용량(고유,열량,온실가스배출량) 통계 조회서비스",한국에너지공단,JSON+XML,"OpenAPI활용가이드_한국에너지공단_18_상업부문-업종별에너지사용량(고유,열량,온실가스배출량).zip",REST,uddi:990ebea2-8fba-46b7-9555-aee0c117f10b
"15074455",한국에너지공단_수송부문-승용차의운행현황-고유가 대응방안 의견 조회서비스,한국에너지공단,JSON+XML,OpenAPI활용가이드_한국에너지공단_14_수송부문-승용차의운행현황-고유가 대응방안 의견.zip,REST,uddi:cba91d6a-3aef-477b-be0d-f5061b140b85_202012101432
"15082011",산업통상자원부 국가기술표준원_법정계량기 품질 관리 현황,산업통상자원부 국가기술표준원,JSON,OPEN API 활용가이드_산업통상자원부국가기술표준원_법정계량기 품질관리 현황(v1.1).docx,REST,uddi:ce0202cf-4384-4647-9473-fa277aa0442a
"3076093",한국서부발전(주)_발전소 주변 대기오염물질 농도,한국서부발전(주),XML,"5.한국서부발전_발전소주변대기오염물질농도기술문서_201609.doc",REST,uddi:212c77b3-0990-40c5-a11b-f3b6fc0ec02d
"3083406",한국서부발전(주)_연료도입실적,한국서부발전(주),XML,"16.한국서부발전_연료도입실적조회기술문서_201609.doc",REST,uddi:59e98187-899e-4478-9340-d7db47215765
"15001810",산업통상자원부_수출예정정보서비스,산업통상자원부,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_무역정보(수출+예정정보서비스)_v1.5.docx,REST,uddi:e3cc4df2-d8c5-4a0e-932c-e904527eb923_201701050956
"15003742",한국중부발전(주)_중부발전 채용정보,한국중부발전(주),XML,활용가이드_채용정보다운로드서비스V1.1_중부.docx,REST,uddi:655b6a9a-8d21-4aec-b79d-ae7ffdeeeba2_201711141414
"15017237",한국전력공사 해외지사 현황,한국전력공사,XML,(OpenAPI) 한국전력공사 해외지사현황 .docx,REST,uddi:99eef588-53f6-4af0-9fee-9be70952b115
"15028175",한국수력원자력(주)_양수발전소 현황,한국수력원자력(주),XML,API_가이드_양수발전소 현황_20210222.docx,REST,uddi:cb8c2ea7-c86d-4136-9ef6-b28ce512bca1_202102221319
"3068324",한국전력공사_전자입찰 계약정보,한국전력공사,XML,OpenAPI_한국전력공사_입찰정보_조회서비스_v3.20200427.docx,REST,uddi:d1854bbe-379a-4974-9bfa-9886736a31e5
"15060830",대한석탄공사_국내 탄광별 무연탄 생산현황,대한석탄공사,XML,대한석탄공사_국내_탄광별_무연탄_생산현황.docx,REST,uddi:1931fcbb-60c0-42ee-a856-d325d4a382a7_202006261004
"15060836",대한석탄공사_석탄 용어사전,대한석탄공사,XML,대한석탄공사_석탄_용어사전.docx,REST,uddi:d3d2a1d6-f8f9-445d-a695-b2db2a11a31c_202006261013
"15002986",한국지역난방공사 기상관측 정보,한국지역난방공사,XML,오픈API_인터페이스_정의서_KDHC_기상관측정보_v1.1_F.doc,REST,uddi:f3c7a9fa-7c5d-4062-84d5-d23fabb56f72_201607261720
"15053658",한국동서발전(주)_연료소비실적 조회 서비스,한국동서발전(주),XML,활용가이드_연료소비실적 조회서비스V1.0_동서.doc,REST,uddi:21dcefd3-79c8-4a8f-be64-9230572a0823
"15056575",한국동서발전(주)_발전소 주변 기상정보 조회 서비스,한국동서발전(주),XML,활용가이드_발전소주변 기상정보 서비스V1.0_동서.doc,REST,uddi:07294efe-4a7a-46b1-958e-c055a0ad5256
"15057000",한국남부발전(주)_전력거래시장 운영정보조회 서비스,한국남부발전(주),XML,활용가이드_전력거래시장_운영정보조회서비스V1.1.doc,REST,uddi:297ce4ef-1b91-4b49-92e0-a4b6e75dd81f
"15058767",한국중부발전(주)_자재입찰정보,한국중부발전(주),XML,활용가이드_자재입찰정보V1.1_중부.docx,REST,uddi:bdb60d14-b67c-45f7-920a-97d682ef5f9a_201711141433
"15034754",대한무역투자진흥공사_무역사기사례,대한무역투자진흥공사,JSON+XML,KOTRA_기술문서양식_무역사기사례V1.0.docx,REST,uddi:91482c96-fef7-4979-8528-ed0533c1e5c1
"15034830",대한무역투자진흥공사_국가정보,대한무역투자진흥공사,JSON+XML,KOTRA_기술문서양식_국가정보_V1.1.docx,REST,uddi:7d4db552-96bb-452a-869a-ad9f449c7e2f
"15034831",대한무역투자진흥공사_해외시장뉴스,대한무역투자진흥공사,JSON+XML,KOTRA_기술문서양식_해외시장뉴스.docx,REST,uddi:09c1cd01-40f1-4eaa-a4ff-e4dc4aa9b643
"15002122",특허청_특허기술거래 기관보유기술 정보,특허청,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_06.특허청(특허기술거래정보)_v5.0.docx,REST,uddi:7367dbcb-ac04-4382-94cd-be19fecf7342_201412011725
"15074446",한국에너지공단_수송부문-운수업 에너지사용량 통계(전체) 조회서비스,한국에너지공단,JSON+XML,OpenAPI활용가이드_한국에너지공단_09_수송부문-운수업 에너지사용량 통계(전체).zip,REST,uddi:5e203672-1148-451c-a492-d85bfce8a8c3
"15074444",한국에너지공단_업종별 세분화 통계 조회서비스,한국에너지공단,JSON+XML,OpenAPI활용가이드_한국에너지공단_08_업종별 세분화 통계.zip,REST,uddi:3dfcb0c2-353b-4377-80af-c70611382323
"15074464",한국에너지공단_업종별 에너지 소비량 마이크로 데이터 서비스,한국에너지공단,JSON+XML,OpenAPI활용가이드_한국에너지공단_21_업종별 에너지 소비량 마이크로 데이터 .zip,REST,uddi:ff159392-a494-42ab-a3a8-a47bd0831ad1_202102181604
"15057639",식품의약품안전처_의약품 낱알식별 정보,식품의약품안전처,JSON+XML,IROS_67_의약품 낱알식별 정보(DB) 서비스_v2.0.docx,REST,uddi:5dae27f4-e8b3-4de1-be25-b2937a34bb92
"15057765",식품의약품안전처 식품의약품안전평가원_원료물질의 독성정보,식품의약품안전처 식품의약품안전평가원,JSON+XML,IROS_11_독성정보 서비스_v1.0.docx,REST,uddi:692a1969-7969-429e-bdb4-c02b8aacd282
"15057942",식품의약품안전처 식품의약품안전평가원_생약 종합정보,식품의약품안전처 식품의약품안전평가원,JSON+XML,IROS_19_생약+종합+정보서비스_v2.0.docx,REST,uddi:78fdae47-6c50-42be-883e-aa2bd7cec4f6_202008281749
"15057972",식품의약품안전처 식품의약품안전평가원_의약품 등 업체허가현황,식품의약품안전처 식품의약품안전평가원,JSON+XML,IROS_08_의약품+등+업체+허가+서비스_v1.0.docx,REST,uddi:7b85d380-e16b-49c5-bd61-88255af848f0
"15058041",식품의약품안전처_마약류 및 원료물질 정보,식품의약품안전처,JSON+XML,IROS_53_마약류 및 원료물질 정보(DB) 서비스_v1.0.docx,REST,uddi:80896d96-4d4b-41b7-966e-fc38929c787c
