apicd,apinm,doculink,docunm
15060822,대한석탄공사_국내 무연탄 수급현황,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002262344&fileDetailSn=1,대한석탄공사_국내_무연탄_수급현황.docx
15003597,한국남부발전(주)_통합기자재 유자격품목 정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001349811&fileDetailSn=0,활용가이드_기자재유자격품목조회서비스V1.1.doc
15056557,한국남부발전(주)_기상현황 급전속보 조회 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001349769&fileDetailSn=0,활용가이드_기상현황_급전속보조회서비스V1.1.doc
15056967,한국남부발전(주)_발전실적 급전속보 조회 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001349776&fileDetailSn=0,활용가이드_발전실적_급전속보조회서비스V1.1.doc
15057873,한국남부발전(주)_발전실적 조회,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001390769&fileDetailSn=0,활용가이드_발전실적서비스V1.0.doc
15058346,한국남부발전(주)_발전소주변대기정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002459278&fileDetailSn=1,활용가이드_발전소_주변_대기_배출_종합정보조회서비스V1.1.doc
15059335,한국남부발전(주)_발전회사별 점유율 급전속보 조회 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001349808&fileDetailSn=0,활용가이드_발전회사별_점유율_급전속보조회서비스V1.1.doc
15059384,한국산업기술진흥원_기술은행 기술정보 DB 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001495456&fileDetailSn=0,한국산업기술진흥원 기술은행 기술정보 DB서비스_v2.6.docx
15076302,한국전력거래소_계통한계가격조회,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002471559&fileDetailSn=1,전력거래소 OpenAPI 활용자가이드(ver1.4).hwp
15076759,국립암센터_대장암 라이브러리 면역병리 HMLH1검사결과,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002370930&fileDetailSn=1,국립암센터_대장암_집계정보_조회서비스_오픈API활용가이드_(20)면역병리_HMLH1검사결과.docx
15077043,국립암센터_폐암 라이브러리 환자 현재 흡연 여부,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002370079&fileDetailSn=1,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(5)환자_현재_흡연_여부.docx
15077051,국립암센터_폐암 라이브러리 환자 결핵 병력 여부,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002370084&fileDetailSn=1,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(9)환자_결핵_병력_여부.docx
15025430,외교부_특별여행 경보제도,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001617808&fileDetailSn=0,기술문서_특별여행경보제도서비스_v1.6.docx
3062269,문화체육관광부 국립국악원_국악자료정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001561817&fileDetailSn=0,국립_국악원_아이템_OpenAPI_v2.1.docx
15073620,한국수력원자력(주)_원전 건설 주요사업현황,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002367670&fileDetailSn=1,API_가이드_원전 건설 주요사업현황_20210222.docx
15074432,한국에너지공단_용도별 세분화 통계 조회서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002349048&fileDetailSn=1,OpenAPI활용가이드_한국에너지공단_05_용도별 세분화 통계.zip
15067878,식품의약품안전처 식품의약품안전평가원_식품의약품안전처 연구관리 협약/계약 환경 조회 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002308153&fileDetailSn=1,IROS_172_식품의약품안전처 연구관리 협약계약 환경 조회 서비스_v1.0.docx
15057899,식품의약품안전처_의약품 생산수입공급중단정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001425534&fileDetailSn=0,IROS_73_의약품생산수입공급중단 서비스_v1.0.docx
15057931,식품의약품안전처_FDA 오렌지북 특허정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001425509&fileDetailSn=0,IROS_30_FDA 오렌지북 특허정보 서비스_v1.0 .docx
15058303,식품의약품안전처_HACCP 지정현황,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001425515&fileDetailSn=0,IROS_46_HACCP 지정현황 서비스_v1.0.docx
15058457,식품의약품안전처_의약품 행정처분 정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002472086&fileDetailSn=1,IROS_50_의약품행정처분서비스_v1.4.docx
15058806,식품의약품안전처_대조약조회,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002456898&fileDetailSn=1,IROS_80_대조약조회_서비스_v1.3.docx
15084136,식품의약품안전처_인체조직기증통계정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002402652&fileDetailSn=1,IROS_291_인체조직기증통계 서비스_v1.0_20210628_수정.doc
15073868,식품의약품안전처_의료기기 표준코드별 제조수입업자 정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002349193&fileDetailSn=1,IROS_253_의료기기 표준코드별제조수입업자정보서비스_v1.0.doc
15073863,식품의약품안전처_의료기기 표준코드별 통합정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002349197&fileDetailSn=1,IROS_254_의료기기 표준코드별통합정보서비스_v1.0.doc
15073871,식품의약품안전처_의료기기 사전광고품목,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002345811&fileDetailSn=1,IROS_270_의료기기 사전광고품목서비스_v1.0.doc
15068280,식품의약품안전처 식품의약품안전평가원_식품의약품안전처 연구관리 전문기술분야코드 조회 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002308141&fileDetailSn=1,IROS_178_식품의약품안전처 연구관리 기관 조회 서비스_v1.0.docx
15068289,식품의약품안전처 식품의약품안전평가원_식품의약품안전처 연구관리 시설 장비 조회 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002308102&fileDetailSn=1,IROS_182_식품의약품안전처 연구관리 시설 장비 조회 서비스_v1.0.docx
15068690,식품의약품안전처 식품의약품안전평가원_식품의약품안전처 연구관리 연구 보고서 요약 조회 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002306960&fileDetailSn=1,IROS_232_식품의약품안전처 연구관리 연구 보고서 요약 조회 서비스_v1.0.docx
15073873,식품의약품안전처_의료기기 광고제작사별 심의내역,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002456936&fileDetailSn=1,IROS_271_의료기기광고제작사별심의내역서비스_v1.1.doc
15073914,식품의약품안전처_의료기기 GMP 대체교부 기본정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002457330&fileDetailSn=1,IROS_265_의료기기GMP대체교부기본정보서비스_v1.1.doc
15073972,식품의약품안전처_수입식품 해외제조업소중단정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002345631&fileDetailSn=1,IROS_312_수입식품 해외제조업소중단정보서비스_v1.0.doc
15079789,공정거래위원회_선불식할부거래업사업자 등록현황 제공 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002387905&fileDetailSn=1,21.선불식할부거래업사업자 등록현황 제공 서비스 가이드_v1.0.docx
15059610,금융위원회_REPO종목정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002255249&fileDetailSn=1,오픈API 활용자가이드_금융위원회_REPO종목정보.docx
15059586,금융위원회_모기지론상환내역통계정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002247556&fileDetailSn=1,오픈API 활용자가이드_금융위원회_모기지론상환내역통계정보.docx
15059218,"기상청_지상(종관, ASOS)기상관측자료 조회서비스",https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002414104&fileDetailSn=1,기상청03_지상(종관 ASOS)기상관측자료_조회서비스_오픈API활용가이드.docx
15078172,여성가족부_성별영향평가책임관 지정 현황 정보 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002380186&fileDetailSn=1,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (성별영향평가책임관 지정 현황 조회).docx
15078170,여성가족부_폭력예방교육 및 성희롱방지조치 우수기관정보 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002380204&fileDetailSn=1,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (폭력예방교육 및 성희롱방지조치 우수기관 정보 조회).docx
15078198,여성가족부_기업및공공기관의 가족친화수준실태조사 마이크로데이터 정보 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002383011&fileDetailSn=1,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (기업및공공기관의가족친화수준조사 마이크로데이터 정보).docx
15064355,여성가족부_청소년 활동 정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002289432&fileDetailSn=1,여성가족부_Open API_청소년 활동정보 서비스_v1.0.docx
15065006,농촌진흥청 국립식량과학원_두류 작황 성적 정보 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002302567&fileDetailSn=1,국립식량과학원_두류 작황 성적 조회_OpenAPI 활용가이드_v2.0.docx
15064971,농촌진흥청 국립식량과학원_벼 작황 성적 정보 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002301223&fileDetailSn=1,국립식량과학원_벼 작황 성적 조회_OpenAPI 활용가이드_v2.0.docx
15081072,"농촌진흥청 국립농업과학원_농식품 식단관리(메뉴젠) 음식, 재료 및 조리 정보",https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002389365&fileDetailSn=1,"OPEN API기술명세서_식단관리(메뉴젠)  음식, 재료 및 조리 정보_ver1.0.hwp"
15081034,"농촌진흥청 국립농업과학원_농식품 식단관리(메뉴젠) 음식, 재료 및 이미지 정보",https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002388838&fileDetailSn=1,"OPEN API기술명세서_식단관리(메뉴젠)  음식, 재료 및 이미지 정보_ver1.1.hwp"
15078158,여성가족부_아이돌보미 현황 연령대별 정보 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002382991&fileDetailSn=1,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌보미 현황 연령대별 조회).docx
15078127,여성가족부_아이돌보미 교육기관 정보 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002380157&fileDetailSn=1,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌보미 교육기관 조회).docx
15078147,여성가족부_아이돌보미 모집 공고문 정보 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002380160&fileDetailSn=1,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (아이돌보미 모집 공고문 조회).docx
15002121,특허청_특허기술거래 국유판매기술정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002359917&fileDetailSn=1,IROS4_OA_DV_0401_OpenAPI활용가이드_06.특허청(특허기술거래정보)_v5.1.docx
3061376,농촌진흥청 국립원예특작과학원_과수재배변동정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001470970&fileDetailSn=0,180702_NIHHS-01_OpenAPI활용가이드_국립원예특작과학원_과수재배변동정보__v1.2_3차 수정.docx
15084808,산림청 국립산림과학원_산림과학도서관 서비스,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002429684&fileDetailSn=1,04_산림과학도서관_기술문서_v1.6.docx
15080323,산림청 국립산림과학원_청정넷_유관기관 변환자료,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002418147&fileDetailSn=1,청정넷_유관기관 변환자료.docx
15078005,산림청 국립산림과학원_청정넷_측정데이터,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002404191&fileDetailSn=1,산림청 국립산림과학원_기술문서(청정넷_측정데이터)_완료_202105281508.docx
15074798,산림청_산사태 예보발령 정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002356658&fileDetailSn=1,LIOS-APR-B07_01_02_오픈API 활용자가이드_(산사태 예보발령 정보 조회 서비스)_V1.2.docx
15012183,산림청_약용식물 정보,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002402108&fileDetailSn=1,OpenAPI활용가이드_산림청_약용식물_v2.1.docx
