id,organ,col
F100051904,경상북도 성주군,4
F100024608,부산광역시 해운대구,11
F100033920,울산광역시 울주군,11
F100035313,경기도 성남시,6
F100037589,경기도 성남시,5
F100022516,부산광역시 연제구,10
F100024572,부산광역시 연제구,8
F100013247,농림축산식품부,3
F100013246,농림축산식품부,5
F100060310,한국농어촌공사,27
F100047490,전라남도 강진군,15
F100029701,인천교통공사,6
F100062026,(재)한국저작권보호원,7
F100061734,광주광역시도시철도공사,14
F100063104,여수광양항만공사,6
F100063094,여수광양항만공사,7
F100038897,경기도 양평군,8
F100038899,경기도 양평군,6
F100038901,경기도 양평군,12
F100037462,경기도 양평군,13
F100037463,경기도 양평군,15
F100032886,대전광역시 서구,10
F100040344,강원도 정선군,16
F100042583,충청북도 옥천군,5
F100050594,경상북도 고령군,15
F100019759,세종특별자치시,19
F100056631,제주특별자치도,7
F100022736,부산교통공사,29
F100021897,서울특별시 관악구,9
F100019457,행정안전부,9
F100039794,강원도,5
F100006276,산림청 국립산림품종관리센터,6
F100048862,전라남도 함평군,27
F100048771,전라남도 함평군,16
F100018778,한국과학창의재단,8
F100006288,산림청 국립산림품종관리센터,8
F100006298,산림청 국립산림품종관리센터,5
F100050880,경상북도 성주군,20
F100050663,경상북도 성주군,27
F100031664,광주광역시 서구,13
F100032547,대전광역시 대덕구,4
F100028207,인천교통공사,15
F100016129,한국도로공사,26
F100016127,한국도로공사,13
F100042229,충청북도,6
F100041197,충청북도,4
F100042225,충청북도,5
F100042601,충청북도,12
F100039680,강원도 원주시,8
F100039703,강원도 원주시,5
F100011466,한국환경공단,14
F100049643,전라남도 순천시,2
F100027618,인천환경공단,59
F100016095,한국도로공사,4
F100034282,울산광역시,3
F100033855,울산광역시,4
F100034468,울산광역시,9
F100016097,한국도로공사,3
F100016103,한국도로공사,6
F100016093,한국도로공사,3
F100008917,한국남부발전(주),34
F100008921,한국남부발전(주),34
F100013630,한국철도공사,253
F100008923,한국남부발전(주),34
F100008927,한국남부발전(주),34
F100016592,한국철도공사,10
F100024750,부산광역시 해운대구,12
F100025176,부산광역시 남구,5
F100054631,경상남도 창원시,4
F100023799,부산광역시 남구,14
F100016759,한국토지주택공사,5
F100062031,한국농어촌공사,9
F100062030,한국농어촌공사,9
F100060234,한국농어촌공사,10
F100008026,한국수력원자력(주),3
F100016856,국토교통부,7
F100009594,한국수력원자력(주),5
F100042950,충청북도 청주시,13
F100009592,한국수력원자력(주),8
F100009597,한국수력원자력(주),6
F100021028,서울특별시 노원구,19
F100020825,서울특별시 노원구,28
F100020221,서울특별시 노원구,16
F100020412,서울특별시 노원구,15
F100039976,강원도 정선군,16
F100057898,경상남도교육청,9
F100050932,경상북도 영덕군,16
F100016483,국토교통부,3
F100014075,국토교통부,6
F100031072,광주광역시,14
F100046684,전라북도,27
F100033135,대전광역시 서구,6
F100036996,경기도 평택시,20
F100005537,한국보건의료인국가시험원,3
F100050356,경상북도 상주시,17
F100051174,경상북도 상주시,32
F100050878,경상북도 상주시,20
F100050727,경상북도 상주시,19
F100050518,경상북도 상주시,14
F100051223,경상북도 상주시,21
F100050831,경상북도 상주시,24
F100050786,경상북도 상주시,11
F100019454,행정안전부,10
F100019456,행정안전부,16
F100000135,국가보훈처,11
F100000096,국가보훈처,23
F100000112,국가보훈처,11
F100041899,충청북도 청주시,19
F100033132,대전광역시,4
F100020179,서울특별시 서초구,12
F100009044,한국무역보험공사,5
F100016105,한국도로공사,5
F100040333,강원도 홍천군,13
F100008892,한국남부발전(주),34
F100007106,중소벤처기업진흥공단,7
F100008903,한국남부발전(주),34
F100025275,부산광역시 기장군,6
F100007271,중소벤처기업진흥공단,8
F100006995,중소벤처기업진흥공단,10
F100029861,인천광역시 서구,9
F100016832,국토교통부,18
F100016833,국토교통부,18
F100016834,국토교통부,18
F100016835,국토교통부,18
F100016836,국토교통부,18
F100040762,강원도 철원군,26
F100015137,국가철도공단,7
F100050135,경상북도 구미시,8
F100051592,경상북도 구미시,9
F100022968,부산광역시 해운대구,7
F100027767,인천광역시 남동구,13
F100033020,대전광역시,4
F100033024,대전광역시,4
F100033032,대전광역시,4
F100033028,대전광역시,4
F100003009,병무청,10
F100053666,경상남도 창원시,28
F100053746,경상남도 창원시,32
F100053683,경상남도 창원시,27
F100053694,경상남도 창원시,27
F100044702,충청남도,8
F100050912,경상북도 칠곡군,13
F100020475,서울특별시 노원구,18
F100063142,한국언론진흥재단,11
F100048414,전라남도 영광군,20
F100048510,전라남도 해남군,14
F100057886,경상남도교육청 경상남도교육청김해도서관,25
F100051111,경상북도 영주시,27
F100038621,경기도 시흥시,7
F100034396,울산시설공단,12
F100029866,인천광역시 서구,6
F100042628,충청북도,4
F100034408,울산시설공단,9
F100016637,주택도시보증공사,7
F100016632,주택도시보증공사,3
F100050613,경상북도 문경시,24
F100049368,전라남도 무안군,9
F100003625,경찰청,11
F100003490,경찰청,8
F100003623,경찰청,11
F100003077,경찰청,13
F100063600,송파구시설관리공단,5
F100034053,울산광역시,11
F100063602,송파구시설관리공단,4
F100016275,한국철도공사,2
F100025328,부산광역시,8
F100063601,송파구시설관리공단,2
F100019434,행정안전부,6
F100019435,행정안전부,10
F100019344,행정안전부,6
F100019355,행정안전부,5
F100019393,행정안전부,14
F100057478,강원도교육청,5
F100008990,한국지역난방공사,4
F100033263,대전광역시,15
F100051781,경상북도 구미시,3
F100005293,국립암센터,11
F100010544,한국동서발전(주),8
F100010582,한국동서발전(주),7
F100010593,한국동서발전(주),7
F100007784,한국동서발전(주),6
F100007783,한국동서발전(주),6
F100007782,한국동서발전(주),6
F100008225,한국동서발전(주),3
F100010571,한국동서발전(주),4
F100063074,대전광역시도시철도공사,5
F100061171,대전광역시도시철도공사,4
F100012512,한국장애인고용공단,2
F100023078,부산광역시 해운대구,10
F100011632,한국환경공단,11
F100042559,충청북도,20
F100063584,천안시시설관리공단,4
F100063585,천안시시설관리공단,4
F100056206,제주특별자치도 서귀포시,5
F100055911,제주특별자치도 제주시,4
F100000126,국가보훈처,11
F100016819,국토교통부,8
F100007731,한국수력원자력(주),5
F100055641,제주특별자치도 제주시,9
F100016820,국토교통부,8
F100008789,한국수력원자력(주),5
F100016821,국토교통부,8
F100055986,제주특별자치도 제주시,7
F100038374,경기도 양평군,11
F100013258,농림축산식품부 농림축산검역본부,39
F100016627,주택도시보증공사,7
F100016622,주택도시보증공사,3
F100060519,한국농어촌공사,18
F100044438,충청남도 금산군,6
F100002966,국방부,5
F100021481,서울특별시 양천구,5
F100044114,충청남도 아산시,7
F100040630,강원도 정선군,11
F100037793,경기도 안산시,29
F100029273,인천교통공사,137
F100038208,경기도 이천시,8
F100043411,충청남도 당진시,12
F100037027,경기도 여주시,16
F100036929,경기도 여주시,22
F100037283,경기도 성남시,30
F100056547,제주특별자치도,5
F100058043,한국소비자원,8
F100020634,서울특별시 노원구,13
F100020852,서울특별시 광진구,27
F100061724,한국문화예술위원회,4
F100050735,경상북도 칠곡군,20
F100009586,한전KDN(주),4
F100040190,강원도 정선군,20
F100026456,대구광역시 수성구,15
F100050726,경상북도 칠곡군,19
F100038714,경기도 연천군,11
F100038715,경기도 연천군,6
F100053345,경상남도 창녕군,19
F100050734,경상북도 문경시,20
F100023344,부산광역시 남구,11
F100042309,충청북도 청주시,18
F100018267,방위사업청,7
F100055532,제주특별자치도 제주시,3
F100042603,충청북도,5
F100042630,충청북도,56
F100041677,충청북도,9
F100053108,경상남도 창원시,26
F100053163,경상남도 창원시,24
F100012489,한국장애인고용공단,237
F100033272,대전광역시,7
F100022790,부산광역시 북구,6
F100018114,소방청,13
F100018140,소방청,10
F100018141,소방청,13
F100051996,경상북도 상주시,15
F100051997,경상북도 상주시,19
F100051998,경상북도 상주시,19
F100016796,국토교통부,12
F100033283,대전광역시,4
F100033285,대전광역시,8
F100053731,경상남도 창원시,24
F100007191,창업진흥원,5
F100007211,창업진흥원,4
F100007016,창업진흥원,6
F100047374,전라남도,8
F100041211,충청북도,7
F100042873,충청북도,11
F100061368,한국농어촌공사,17
F100061372,한국농어촌공사,24
F100029390,인천광역시,5
F100013041,해양경찰청,13
F100013043,해양경찰청,12
F100029357,인천광역시,4
F100027091,대구광역시,5
F100051860,경상북도 구미시,8
F100050157,경상북도 구미시,9
F100019316,행정안전부,15
F100056545,제주특별자치도,6
F100035678,경기도 광주시,13
F100036178,경기도 광주시,16
F100036301,경기도 광주시,14
F100037518,경기도 광주시,13
F100013652,한국교통안전공단,16
F100039994,강원도 속초시,36
F100042004,충청북도 청주시,24
F100005140,국민연금공단,4
F100041913,충청북도 증평군,15
F100053498,경상남도 창녕군,16
F100057221,대구광역시교육청 대구교육해양수련원,27
F100063454,광주광역시도시철도공사,15
F100050357,경상북도 칠곡군,17
F100033133,대전광역시,8
F100040056,강원도 정선군,25
F100049532,전라남도,4
F100051500,경상북도 영주시,13
F100016351,한국교통안전공단,10
F100042073,충청북도 청주시,14
F100013251,농림축산식품부 농림축산검역본부,6
F100054605,경상남도 창녕군,5
F100009575,한국수력원자력(주),10
F100048296,전라남도 구례군,18
F100048203,전라남도 구례군,26
F100047965,전라남도 구례군,17
F100048876,전라남도 구례군,27
F100048919,전라남도 구례군,32
F100036786,경기도 포천시,20
F100036139,경기도 포천시,12
F100036270,경기도 포천시,25
F100051245,경상북도 영덕군,18
F100051265,경상북도 영덕군,19
F100005022,보건복지부 국립소록도병원,6
F100063591,한국문화정보원,12
F100000113,국가보훈처,11
F100063592,한국문화정보원,10
F100000097,국가보훈처,23
F100041500,충청북도,6
F100047907,전라남도 해남군,13
F100027690,인천광역시 남동구,5
F100027707,인천광역시 남동구,7
F100027819,인천광역시 남동구,3
F100028950,인천광역시 남동구,20
F100027688,인천광역시 남동구,5
F100033264,대전광역시,11
F100033265,대전광역시,12
F100033266,대전광역시,12
F100008385,한국남부발전(주),4
F100063178,여수광양항만공사,5
F100019302,행정안전부,15
F100019319,행정안전부,15
F100019310,행정안전부,15
F100019309,행정안전부,15
F100063175,여수광양항만공사,4
F100019297,행정안전부,15
F100019315,행정안전부,15
F100019324,행정안전부,15
F100044708,충청남도 당진시,13
F100052390,경상남도,9
F100056034,제주특별자치도 서귀포시,6
F100002274,한국법무보호복지공단,7
F100056032,제주특별자치도 서귀포시,6
F100063586,천안시시설관리공단,4
F100042448,충청북도,5
F100041217,충청북도,12
F100047405,전라남도,8
F100041821,충청북도 청주시,16
F100042172,충청북도 청주시,20
F100041890,충청북도 청주시,24
F100051146,경상북도 영주시,24
F100051471,경상북도 상주시,17
F100063415,양산시시설관리공단,5
F100051501,경상북도 상주시,13
F100050615,경상북도 경주시,24
F100051017,경상북도 경주시,20
F100050568,경상북도 상주시,25
F100050690,경상북도 상주시,15
F100041900,충청북도 청주시,15
F100051274,경상북도 상주시,29
F100050804,경상북도 상주시,14
F100011834,한국수자원공사,7
F100011832,한국수자원공사,6
F100051275,경상북도 영덕군,29
F100051288,경상북도 영덕군,45
F100051173,경상북도 영덕군,32
F100050427,경상북도 영덕군,15
F100050534,경상북도 영덕군,27
F100050638,경상북도 영덕군,68
F100051467,경상북도 영덕군,17
F100033137,대전광역시 서구,6
F100033139,대전광역시 서구,6
F100051119,경상북도 고령군,27
F100051043,경상북도 고령군,18
F100009410,한국수력원자력(주),8
F100016816,국토교통부,8
F100016817,국토교통부,8
F100016818,국토교통부,8
F100055430,제주특별자치도 제주시,6
F100011874,한국수자원공사,6
F100038955,경기도 동두천시,17
F100033969,울산광역시 동구,15
F100007017,창업진흥원,3
F100007189,창업진흥원,10
F100007187,창업진흥원,21
F100062390,한국농어촌공사,6
F100062395,한국농어촌공사,5
F100062400,한국농어촌공사,5
F100062420,한국농어촌공사,6
F100062415,한국농어촌공사,6
F100011914,한국수자원공사,2
F100023415,부산광역시 남구,6
F100055645,제주특별자치도,7
F100055848,제주특별자치도,9
F100021922,서울특별시 동작구,18
F100055332,제주특별자치도,8
F100054054,경상남도 창원시,21
F100054071,경상남도 창원시,13
F100033291,대전광역시,10
F100033292,대전광역시,9
F100033293,대전광역시,4
F100042667,충청북도 청주시,7
F100041689,충청북도,5
F100028577,인천광역시 연수구,11
F100027779,인천광역시 부평구,8
F100038967,경기도 성남시,8
F100042188,충청북도,4
F100039967,강원도 철원군,13
F100050226,경상북도 영천시,5
F100054639,경상남도 김해시,3
F100022971,부산광역시 해운대구,5
F100022965,부산광역시 해운대구,4
F100023083,부산광역시 해운대구,3
F100011822,한국수자원공사,7
F100011830,한국수자원공사,9
F100049678,전라남도 화순군,22
F100039949,강원도 철원군,31
F100063599,송파구시설관리공단,6
F100049077,전라남도,6
F100050175,경상북도 구미시,4
F100009628,한국동서발전(주),4
F100006333,산림청 국립산림품종관리센터,3
F100009629,한국동서발전(주),4
F100006334,산림청 국립산림품종관리센터,4
F100006341,산림청 국립산림품종관리센터,4
F100006328,산림청 국립산림품종관리센터,3
F100051431,경상북도 경주시,7
F100038206,경기도 이천시,14
F100019416,행정안전부,4
F100000110,국가보훈처,23
F100051948,경상북도 구미시,12
F100051956,경상북도 포항시,4
F100027616,인천환경공단,106
F100019461,행정안전부 지방자치인재개발원,8
F100049227,전라남도 장흥군,5
F100040712,강원도,11
F100040703,강원도,13
F100045692,전라북도 고창군,28
F100045873,전라북도 고창군,18
F100016776,국토교통부,3
F100061229,신용보증기금,5
F100016777,국토교통부,3
F100010440,한국남부발전(주),9
F100008878,한국남부발전(주),34
F100055490,제주특별자치도 제주시,12
F100016822,국토교통부,8
F100056565,제주특별자치도,10
F100003042,병무청,10
F100052343,경상남도,9
F100023481,부산광역시 북구,5
F100022846,부산광역시 북구,12
F100032513,대전광역시 중구,5
F100023501,부산광역시 북구,8
F100032512,대전광역시 중구,6
F100022778,부산광역시 북구,5
F100024548,부산광역시 북구,9
F100022833,부산광역시 북구,12
F100016797,국토교통부,12
F100027694,인천광역시 남동구,3
F100032975,대전광역시,4
F100032983,대전광역시,4
F100032987,대전광역시,4
F100032991,대전광역시,4
F100063081,대전광역시도시철도공사,11
F100006461,중소벤처기업부,3
F100050229,경상북도 영천시,7
F100040239,강원도 철원군,11
F100025318,부산광역시 남구,4
F100061150,대전광역시도시철도공사,4
F100000088,국가보훈처,9
F100058703,한국국제협력단,6
F100016804,국토교통부,12
F100016805,국토교통부,12
F100016806,국토교통부,12
F100027715,인천광역시 남동구,8
F100016807,국토교통부,12
F100016808,국토교통부,12
F100006969,중소벤처기업진흥공단,4
F100036774,경기도 광주시,20
F100026378,대구시설공단,31
F100016480,국토교통부,8
F100016694,국토교통부,4
F100014047,국토교통부,8
F100041867,충청북도 청주시,25
F100020232,서울특별시 노원구,31
F100020605,서울특별시 노원구,20
F100000128,국가보훈처,4
F100043603,충청남도 당진시,27
F100056986,서울특별시교육청,25
F100040605,강원도 양구군,29
F100056983,서울특별시교육청,26
F100048877,전라남도 곡성군,27
F100026632,대구광역시 달성군,19
F100037295,경기도 안산시,32
F100037399,경기도 안산시,29
F100016823,국토교통부,8
F100016824,국토교통부,8
F100054250,경상남도 남해군,10
F100054259,경상남도 남해군,5
F100054118,경상남도 남해군,8
F100054003,경상남도 남해군,11
F100016825,국토교통부,8
F100051764,경상북도 구미시,3
F100051762,경상북도 구미시,6
F100051766,경상북도 구미시,6
F100007177,창업진흥원,4
F100040052,강원도 철원군,25
F100010553,한국동서발전(주),8
F100010552,한국동서발전(주),8
F100010557,한국동서발전(주),8
F100010556,한국동서발전(주),8
F100032995,대전광역시,4
F100032999,대전광역시,4
F100033007,대전광역시,4
F100033011,대전광역시,4
F100051943,경상북도 구미시,4
F100033017,대전광역시,4
F100033273,대전광역시,7
F100033274,대전광역시,6
F100027774,인천광역시 남동구,5
F100027405,인천광역시 남동구,5
F100027772,인천광역시 남동구,5
F100007728,한국수력원자력(주),8
F100053339,경상남도 거창군,9
F100016837,국토교통부,18
F100016838,국토교통부,18
F100016839,국토교통부,18
F100051988,경상북도 영주시,4
F100018988,과학기술정보통신부 중앙전파관리소,3
F100042748,충청북도,13
F100016121,한국도로공사,7
F100001185,국세청,22
F100021109,서울특별시 동작구,4
F100007010,창업진흥원,3
F100054166,경상남도 통영시,7
F100021394,서울특별시 중랑구,5
F100000078,국가보훈처,11
F100000086,국가보훈처,9
F100000085,국가보훈처,9
F100053707,경상남도 창원시,27
F100053717,경상남도 창원시,20
F100053778,경상남도 창원시,21
F100053789,경상남도 창원시,19
F100053790,경상남도 창원시,18
F100053001,경상남도 창원시,16
F100025302,부산교통공사,2
F100024974,부산광역시 기장군,8
F100050036,경상북도 구미시,18
F100005964,문화체육관광부 대한민국역사박물관,14
F100050460,경상북도 성주군,13
F100023137,부산광역시,10
F100019543,인사혁신처,3
F100050610,경상북도 영주시,24
F100051005,경상북도 영주시,20
F100050801,경상북도 영주시,14
F100050465,경상북도 영주시,16
F100020455,서울특별시 노원구,15
F100011828,한국수자원공사,17
F100011826,한국수자원공사,33
F100011824,한국수자원공사,12
F100052965,경상남도 창원시,12
F100010551,한국동서발전(주),8
F100010558,한국동서발전(주),8
F100010546,한국동서발전(주),8
F100010538,한국동서발전(주),8
F100010545,한국동서발전(주),8
F100010543,한국동서발전(주),8
F100025340,부산광역시 기장군,7
F100038981,경기도 가평군,7
F100038982,경기도 가평군,4
F100054641,경상남도 창원시,4
F100004837,보건복지부 국립나주병원,5
F100004826,보건복지부 국립나주병원,5
F100004514,보건복지부 국립나주병원,9
F100054642,경상남도 창원시,6
F100005220,보건복지부 국립나주병원,4
F100036715,경기도 동두천시,24
F100041958,충청북도 옥천군,5
F100016840,국토교통부,18
F100016841,국토교통부,18
F100016842,국토교통부,18
F100047589,전라남도 순천시,6
F100016844,국토교통부,15
F100048329,전라남도 목포시,15
F100016809,국토교통부,12
F100048092,전라남도 목포시,13
F100016810,국토교통부,12
F100016811,국토교통부,8
F100005005,국민연금공단,6
F100016596,한국철도공사,9
F100016813,국토교통부,8
F100013928,한국철도공사,7
F100016814,국토교통부,8
F100056954,제주특별자치도,16
F100023098,부산광역시 해운대구,5
F100018143,소방청,13
F100062410,한국농어촌공사,7
F100016877,국토교통부 국토지리정보원,6
F100011465,한국환경공단,14
F100052008,경상북도 울진군,8
F100052009,경상북도 울진군,10
F100052010,경상북도 울진군,6
F100028688,인천광역시 연수구,3
F100002276,한국법무보호복지공단,7
F100056067,제주특별자치도 서귀포시,4
F100056166,제주특별자치도 서귀포시,14
F100056168,제주특별자치도 서귀포시,7
F100055307,제주특별자치도 서귀포시,6
F100034908,경기도 파주시,6
F100061190,대전광역시도시철도공사,6
F100019450,행정안전부,1
F100019451,행정안전부,7
F100019452,행정안전부,5
F100020697,서울특별시 서초구,23
F100051010,경상북도 영덕군,20
F100051003,경상북도 영덕군,43
F100050960,경상북도 영덕군,22
F100050978,경상북도 영덕군,21
F100051133,경상북도 영덕군,27
F100051205,경상북도 영덕군,22
F100051198,경상북도 영덕군,22
F100051212,경상북도 영덕군,32
F100051218,경상북도 영덕군,17
F100003588,경찰청,11
F100021915,서울특별시 송파구,4
F100019411,행정안전부,3
F100019423,행정안전부,6
F100019424,행정안전부,6
F100022486,부산시설공단,3
F100040909,강원도 홍천군,3
F100059557,한국산업은행,14
F100020020,서울특별시 금천구,3
F100016099,한국도로공사,4
F100045831,전라북도 고창군,18
F100006950,중소벤처기업진흥공단,9
F100007109,중소벤처기업진흥공단,17
F100007110,중소벤처기업진흥공단,18
F100007156,중소벤처기업진흥공단,5
F100007140,중소벤처기업진흥공단,6
F100027089,대구광역시,5
F100020011,서울특별시 금천구,9
F100029849,인천광역시 서구,19
F100051053,경상북도 포항시,7
F100037877,경기도 광주시,7
F100033254,대전광역시,4
F100033253,대전광역시,7
F100023208,부산광역시 사상구,10
F100021438,서울특별시 영등포구,4
F100004276,교육부,9
F100002997,병무청,5
F100051778,경상북도 구미시,3
F100019331,행정안전부,15
F100019330,행정안전부,15
F100019329,행정안전부,15
F100019328,행정안전부,15
F100019327,행정안전부,15
F100019326,행정안전부,15
F100019308,행정안전부,15
F100019307,행정안전부,15
F100025320,부산광역시 동구,8
F100019300,행정안전부,15
F100040373,강원도 고성군,22
F100040617,강원도 고성군,45
F100036297,경기도 여주시,14
F100036502,경기도 안산시,15
F100032435,광주광역시,7
F100034430,울산광역시,4
F100033858,울산광역시,5
F100034427,울산광역시,9
F100033854,울산광역시,5
F100033917,울산광역시,3
F100053065,경상남도 고성군,25
F100053158,경상남도 고성군,24
F100050725,경상북도 문경시,19
F100053570,경상남도 고성군,20
F100053228,경상남도 고성군,15
F100053431,경상남도 고성군,18
F100053102,경상남도 고성군,26
F100019426,행정안전부,6
F100019427,행정안전부,6
F100008121,한국동서발전(주),7
F100049670,전라남도 곡성군,7
F100020026,서울특별시 금천구,4
F100049672,전라남도 곡성군,4
F100020024,서울특별시 금천구,4
F100049673,전라남도 곡성군,5
F100049674,전라남도 곡성군,6
F100001388,국세청,16
F100000129,국가보훈처,4
F100020222,서울특별시 서초구,16
F100049160,전라남도 곡성군,20
F100050373,경상북도 칠곡군,12
F100063398,양산시시설관리공단,14
F100051150,경상북도 칠곡군,24
F100019425,행정안전부,6
F100011872,한국수자원공사,10
F100011856,한국수자원공사,5
F100053868,경상남도 남해군,6
F100061146,대전광역시도시철도공사,6
F100051973,경상북도 구미시,8
F100038953,경기도 동두천시,18
F100062487,국가평생교육진흥원,10
F100033255,대전광역시,9
F100033256,대전광역시,5
F100044707,충청남도 태안군,9
F100033258,대전광역시,12
F100033260,대전광역시,13
F100051976,경상북도 포항시,9
F100033262,대전광역시,12
F100005942,문화체육관광부 한국정책방송원,12
F100016720,한국도로공사,20
F100062388,한국농어촌공사,6
F100019323,행정안전부,12
F100061499,대전광역시도시철도공사,4
F100033275,대전광역시,7
F100033276,대전광역시,7
F100007103,중소벤처기업진흥공단,6
F100007139,중소벤처기업진흥공단,11
F100007137,중소벤처기업진흥공단,15
F100007138,중소벤처기업진흥공단,9
F100063442,이천시시설관리공단,19
F100018775,한국방송통신전파진흥원,23
F100019752,세종특별자치시,26
F100019764,세종특별자치시,24
F100041192,충청북도,5
F100042487,충청북도,3
F100061375,한국농어촌공사,24
F100052939,경상남도 고성군,17
F100053747,경상남도 고성군,32
F100053253,경상남도 고성군,19
F100053082,경상남도 고성군,14
F100029660,인천광역시 연수구,4
F100028835,인천광역시 연수구,4
F100049421,전라남도 해남군,9
F100049430,전라남도 해남군,8
F100047682,전라남도 해남군,35
F100009446,한국수력원자력(주),5
F100003594,경찰청,4
F100061166,대전광역시도시철도공사,3
F100061163,대전광역시도시철도공사,12
F100003582,경찰청,10
F100051999,경상북도 상주시,27
F100061161,대전광역시도시철도공사,4
F100020355,서울특별시 서초구,26
F100050931,경상북도 칠곡군,16
F100020851,서울특별시 서초구,27
F100050949,경상북도 칠곡군,23
F100020508,서울특별시 서초구,19
F100057871,경상남도교육청 경상남도창녕교육지원청,25
F100056541,제주특별자치도,6
F100008935,한국전기안전공사,6
F100008933,한국전기안전공사,6
F100040419,강원도 정선군,20
F100048766,전라남도 구례군,16
F100042936,충청북도,3
F100048684,전라남도 구례군,22
F100048333,전라남도 구례군,27
F100048138,전라남도 구례군,25
F100048273,전라남도 구례군,24
F100048354,전라남도 구례군,15
F100025172,부산광역시 남구,5
F100022836,부산광역시 북구,4
F100029662,인천광역시 연수구,6
F100028683,인천광역시 서구,8
F100024035,부산광역시 남구,5
F100007007,창업진흥원,7
F100055343,제주특별자치도,22
F100056315,제주특별자치도,5
F100056042,제주특별자치도,6
F100025174,부산광역시 남구,4
F100016791,국토교통부,16
F100016790,국토교통부,16
F100016789,국토교통부,16
F100016879,국토교통부 국토지리정보원,11
F100062035,한국농수산식품유통공사,6
F100020022,서울특별시 금천구,6
F100025042,부산광역시 남구,3
F100027022,대구광역시,15
F100016845,국토교통부,15
F100040689,강원도,7
F100044696,충청남도,5
F100051963,경상북도,3
F100051891,경상북도 예천군,6
F100040682,강원도,12
F100040700,강원도,14
F100040690,강원도,9
F100051959,경상북도 구미시,8
F100027659,인천광역시 동구,5
F100016752,한국도로공사,16
F100029837,인천광역시 서구,8
F100042960,충청북도 청주시,5
F100033244,대전광역시,7
F100033277,대전광역시,5
F100033278,대전광역시,4
F100019750,세종특별자치시,25
F100054323,경상남도 거창군,8
F100054322,경상남도 거창군,8
F100033143,대전광역시 서구,6
F100050089,경상북도 구미시,7
F100016548,국토교통부,4
F100041902,충청북도 청주시,27
F100003020,병무청,6
F100003014,병무청,24
F100042016,충청북도 청주시,13
F100053203,경상남도 창원시,27
F100053263,경상남도 창원시,20
F100053349,경상남도 창원시,19
F100048090,전라남도 구례군,13
F100048328,전라남도 구례군,15
F100020546,서울특별시 중구,14
F100020777,서울특별시 중구,16
F100020406,서울특별시 노원구,19
F100020871,서울특별시 중구,27
F100048509,전라남도 구례군,14
F100048576,전라남도 구례군,18
F100021889,서울특별시 강북구,3
F100063435,양산시시설관리공단,6
F100055387,제주특별자치도 서귀포시,10
F100051093,경상북도 문경시,27
F100041780,충청북도 증평군,17
F100051224,경상북도 영덕군,21
F100051234,경상북도 영덕군,26
F100020505,서울특별시 노원구,15
F100020510,서울특별시 노원구,19
F100020180,서울특별시 노원구,12
F100050805,경상북도 칠곡군,14
F100050694,경상북도 고령군,15
F100050632,경상북도 고령군,18
F100057885,경상남도교육청 경상남도거창교육지원청,25
F100039781,강원도 원주시,5
F100024029,부산광역시 남구,6
F100003485,경찰청,15
F100021479,서울특별시 동대문구,5
F100019292,행정안전부,30
F100019286,행정안전부,30
F100063089,여수광양항만공사,7
F100019295,행정안전부,42
F100019288,행정안전부,36
F100019285,행정안전부,36
F100061062,여수광양항만공사,7
F100019284,행정안전부,36
F100011852,한국수자원공사,5
F100011854,한국수자원공사,10
F100011865,한국수자원공사,8
F100011654,한국수자원공사,3
F100019771,세종특별자치시,20
F100013914,한국철도공사,13
F100013624,한국철도공사,5
F100049627,전라남도 무안군,5
F100047487,전라남도 무안군,7
F100022692,부산광역시 남구,5
F100023985,부산광역시 남구,5
F100049630,전라남도 무안군,14
F100049629,전라남도 무안군,7
F100049344,전라남도 무안군,13
F100007270,중소벤처기업진흥공단,7
F100049369,전라남도 무안군,7
F100018841,한국기계연구원,5
F100044411,충청남도 보령시,5
F100044395,충청남도 보령시,5
F100061497,대전광역시도시철도공사,4
F100061501,대전광역시도시철도공사,4
F100036666,경기도 안산시,14
F100037109,경기도 안산시,28
F100037131,경기도 안산시,27
F100020988,서울특별시 서초구,27
F100020809,서울특별시 서초구,33
F100037154,경기도 안산시,27
F100037214,경기도 안산시,24
F100054350,경상남도 창원시,7
F100042951,충청북도 괴산군,4
F100033148,대전광역시 서구,6
F100033150,대전광역시 서구,6
F100050852,경상북도 영주시,18
F100060028,육아정책연구소,6
F100060024,육아정책연구소,6
F100044507,충청남도 아산시,3
F100033153,대전광역시 서구,6
F100053729,경상남도 고성군,24
F100050520,경상북도 고령군,14
F100050718,경상북도 고령군,24
F100044186,충청남도 금산군,14
F100043679,충청남도 당진시,19
F100050855,경상북도 상주시,18
F100051199,경상북도 상주시,22
F100050546,경상북도 상주시,26
F100040113,강원도 철원군,68
F100018547,과학기술정보통신부 중앙전파관리소,3
F100027611,인천환경공단,177
F100027613,인천환경공단,53
F100039905,강원도 철원군,12
F100015155,국가철도공단,9
F100015097,국가철도공단,7
F100004295,교육부 국립특수교육원,4
F100055318,제주특별자치도 제주시,5
F100004317,교육부 국립특수교육원,7
F100011927,한국수자원공사,11
F100024020,부산광역시 남구,4
F100007051,중소기업기술정보진흥원,7
F100027711,인천광역시 남동구,6
F100054273,경상남도 남해군,7
F100016826,국토교통부,8
F100015220,국토안전관리원,7
F100015222,국토안전관리원,19
F100015221,국토안전관리원,19
F100039715,강원도 원주시,4
F100062393,한국농어촌공사,5
F100062398,한국농어촌공사,5
