고용노동부(A001),530014,0
과학기술정보통신부(A003),160649,414
교육부(A005),286800,0
국방부(A007),11981,0
국토교통부(A009),36704,574
기획재정부(A011),30359,0
농림축산식품부(A013),116539,1
문화체육관광부(A015),47986,0
질병관리청(A018),0,0
보건복지부(A019),198,0
산업통상자원부(A020),14522,0
해양수산부(A024),1701842,171
행정안전부(A025),80189,5
환경부(A026),410086,196062
국가보훈처(A027),5708,0
경찰청(A029),1050034,226285
국세청(A031),2288280,291570
농촌진흥청(A033),4918,260
병무청(A036),14632,0
산림청(A037),777530,168767
소방청(A039),3570815,194037
통계청(A041),91252,3
해양경찰청(A043),3245,0
외교부(A049),255,0
강원도(B001),108041,1704
경상남도(B003),2416026,3395
경상북도(B004),39363,14
광주광역시(B005),1643955,63
대구광역시(B006),324776,68
대전광역시(B007),97331,31650
부산광역시(B008),683578,808
서울특별시(B009),5758,0
세종특별자치시(B010),1276,234
울산광역시(B011),135716,20538
인천광역시(B012),1788050,25548
전라북도(B014),19618,26
제주특별자치도(B015),6444,0
충청남도(B016),3613,121
충청북도(B017),934392,100
강원도 강릉시(C001),16960,71
강원도 고성군(C002),236,0
강원도 동해시(C003),35747,0
강원도 삼척시(C004),2190,19
강원도 속초시(C005),705,54
강원도 양구군(C006),78,0
강원도 양양군(C007),16061,12
강원도 영월군(C008),4288,1612
강원도 원주시(C009),3466,131
강원도 인제군(C010),544,15
강원도 정선군(C011),968,1
강원도 철원군(C012),1907,0
강원도 춘천시(C013),62052,157
강원도 태백시(C014),329,2
강원도 평창군(C015),927,5
강원도 홍천군(C016),389,91
강원도 화천군(C017),2793,12
강원도 횡성군(C018),8472,114
경기도 가평군(C019),25938,0
경기도 과천시(C021),1092,262
경기도 광명시(C022),9573,0
경기도 광주시(C023),190951,3853
경기도 군포시(C025),100,0
경기도 김포시(C026),2328,24
경기도 남양주시(C027),1141,0
경기도 동두천시(C028),1414,10
경기도 부천시(C029),112,0
경기도 성남시(C030),143000,42
경기도 수원시(C031),6426,0
경기도 시흥시(C032),43728,162
경기도 안산시(C033),7943,65
경기도 양주시(C036),16889,0
경기도 양평군(C037),273,0
