id,name,list
L1000087,20191216_POL_ARCH_CINFO.csv,문화체육관광부_정책브리핑_외부연계
L1000088,20191216_TAG_CONTENTS_TBL.csv,문화체육관광부_정책브리핑_외부연계
L1000089,인터넷뉴스 이용률.csv,한국언론진흥재단_(언론수용자 의식조사 통계) 인터넷 뉴스 이용률 응답결과 (2016)
L1000090,건강보험심사평가원_4단상병별 성별 연령군별 통계 2013.csv,건강보험심사평가원_4단상병별 성별 연령군별 통계
L1000091,건강보험심사평가원_4단상병별 성별 연령군별 통계 2014.csv,건강보험심사평가원_4단상병별 성별 연령군별 통계
L1000092,건강보험심사평가원_4단상병별 성별 연령군별 통계 2015.csv,건강보험심사평가원_4단상병별 성별 연령군별 통계
L1000093,건강보험심사평가원_4단상병별 성별 연령군별 통계 2016.csv,건강보험심사평가원_4단상병별 성별 연령군별 통계
L1000094,건강보험심사평가원_4단상병별 성별 연령군별 통계 2017.csv,건강보험심사평가원_4단상병별 성별 연령군별 통계
L1000095,건강보험심사평가원_4단상병별 성별 연령군별 통계 2018.csv,건강보험심사평가원_4단상병별 성별 연령군별 통계
L1000096,전국오염원조사시스템_생활계_대권역별_인구수.csv,환경부 국립환경과학원_전국오염원조사시스템_생활계 통계
L1000097,전국오염원조사시스템_생활계_시군구별_인구수.csv,환경부 국립환경과학원_전국오염원조사시스템_생활계 통계
L1000098,전국오염원조사시스템_생활계_시도별_인구수.csv,환경부 국립환경과학원_전국오염원조사시스템_생활계 통계
L1000099,전국오염원조사시스템_생활계_중권역별_인구수.csv,환경부 국립환경과학원_전국오염원조사시스템_생활계 통계
L1000100,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page10.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000101,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page11.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000102,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page12.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000103,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page13.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000104,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page14.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000105,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page15.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000106,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page16.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000107,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page17.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000001,광주광역시_특수통상정보_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000002,대구광역시_등기소포(창구)정보_10_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000003,대구광역시_등기소포(창구)정보_10_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000004,대구광역시_등기소포(창구)정보_10_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000005,대구광역시_등기소포(창구)정보_10_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000006,대구광역시_등기소포(창구)정보_10_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000007,대구광역시_등기소포(창구)정보_10_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000008,대구광역시_등기소포(택배)정보_10_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000009,대구광역시_등기소포(택배)정보_10_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000010,대구광역시_등기소포(택배)정보_10_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000011,대구광역시_등기소포(택배)정보_10_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000012,대구광역시_등기소포(택배)정보_10_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000013,대구광역시_등기소포(택배)정보_10_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000014,대구광역시_일반통상정보_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000015,대구광역시_일반통상정보_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000016,대구광역시_일반통상정보_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000017,대구광역시_일반통상정보_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000018,대구광역시_일반통상정보_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000019,대구광역시_일반통상정보_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000020,대구광역시_특수통상정보_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000021,대구광역시_특수통상정보_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000022,대구광역시_특수통상정보_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000023,대구광역시_특수통상정보_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000024,대구광역시_특수통상정보_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000025,대구광역시_특수통상정보_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000026,대전광역시_등기소포(창구)정보_8_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000027,대전광역시_등기소포(창구)정보_8_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000028,대전광역시_등기소포(창구)정보_8_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000029,대전광역시_등기소포(창구)정보_8_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000030,대전광역시_등기소포(창구)정보_8_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000031,대전광역시_등기소포(창구)정보_8_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000032,대전광역시_등기소포(택배)정보_8_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000033,대전광역시_등기소포(택배)정보_8_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000034,대전광역시_등기소포(택배)정보_8_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000035,대전광역시_등기소포(택배)정보_8_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000036,대전광역시_등기소포(택배)정보_8_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000037,대전광역시_등기소포(택배)정보_8_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000038,대전광역시_일반통상정보_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000039,대전광역시_일반통상정보_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000040,대전광역시_일반통상정보_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000041,대전광역시_일반통상정보_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000042,대전광역시_일반통상정보_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000043,대전광역시_일반통상정보_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000044,대전광역시_특수통상정보_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000045,대전광역시_특수통상정보_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000046,대전광역시_특수통상정보_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000047,대전광역시_특수통상정보_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000048,대전광역시_특수통상정보_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000049,대전광역시_특수통상정보_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000050,부산광역시_등기소포(창구)정보_12_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000051,부산광역시_등기소포(창구)정보_12_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000052,부산광역시_등기소포(창구)정보_12_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000053,부산광역시_등기소포(창구)정보_12_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000054,부산광역시_등기소포(창구)정보_12_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000055,부산광역시_등기소포(창구)정보_12_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000056,부산광역시_등기소포(택배)정보_12_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000057,부산광역시_등기소포(택배)정보_12_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000058,부산광역시_등기소포(택배)정보_12_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000059,부산광역시_등기소포(택배)정보_12_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000060,부산광역시_등기소포(택배)정보_12_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000061,부산광역시_등기소포(택배)정보_12_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000062,부산광역시_일반통상정보_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000063,부산광역시_일반통상정보_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000064,부산광역시_일반통상정보_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000065,부산광역시_일반통상정보_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000066,부산광역시_일반통상정보_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000067,부산광역시_일반통상정보_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000068,부산광역시_특수통상정보_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000069,부산광역시_특수통상정보_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000070,부산광역시_특수통상정보_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000071,부산광역시_특수통상정보_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000072,부산광역시_특수통상정보_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000073,부산광역시_특수통상정보_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000074,서울특별시_등기소포(창구)정보_1_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000075,서울특별시_등기소포(창구)정보_1_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000076,서울특별시_등기소포(창구)정보_1_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000077,문화체육관광부 국립중앙박물관 춘천박물관-춘천박물관 관람객현황(2007~2018).csv,문화체육관광부 국립중앙박물관_국립춘천박물관 관람객 현황
L1000078,20191216_CATEGORY_TAG_CONTENTS_MAP_TBL.csv,문화체육관광부_정책브리핑_외부연계
L1000079,20191216_CATEGORY_TAG_TBL.csv,문화체육관광부_정책브리핑_외부연계
L1000080,20191216_CONNECT_CONTENTS.csv,문화체육관광부_정책브리핑_외부연계
L1000081,20191216_CONNECT_SECTION.csv,문화체육관광부_정책브리핑_외부연계
L1000082,20191216_CONN_CORP_CONT.csv,문화체육관광부_정책브리핑_외부연계
L1000083,20191216_CONN_CORP_SECTOUT.csv,문화체육관광부_정책브리핑_외부연계
L1000084,20191216_CONN_DICTIONARY_INFO.csv,문화체육관광부_정책브리핑_외부연계
L1000085,20191216_CONN_SECT_INFO.csv,문화체육관광부_정책브리핑_외부연계
L1000086,20191216_MBL_CATEGORY.csv,문화체육관광부_정책브리핑_외부연계
L1000241,전라북도익산시_일반건축물시가표준액2018_20210405.csv,전라북도 익산시_일반건축물시가표준액
L1000242,전라북도익산시_일반건축물시가표준액2019_20210405.csv,전라북도 익산시_일반건축물시가표준액
L1000243,전라북도익산시_일반건축물시가표준액2020_20210405.csv,전라북도 익산시_일반건축물시가표준액
L1000244,은행별 중소기업대출 현황(원화대출)('16.10월 중소기업동향).csv,중소기업은행_2016년 하반기 중소기업 정보
L1000245,은행별 중소기업대출 현황(원화대출)('16.11월 중소기업동향).csv,중소기업은행_2016년 하반기 중소기업 정보
L1000246,은행별 중소기업대출 현황(원화대출)('16.12월 중소기업동향).csv,중소기업은행_2016년 하반기 중소기업 정보
L1000247,은행별 중소기업대출 현황(원화대출)('16.7월 중소기업동향).csv,중소기업은행_2016년 하반기 중소기업 정보
L1000248,은행별 중소기업대출 현황(원화대출)('16.8월 중소기업동향).csv,중소기업은행_2016년 하반기 중소기업 정보
L1000249,건강보험심사평가원_암 상병 진료비 통계 2019.csv,건강보험심사평가원_암 상병 진료비 통계
L1000250,환경부 국립생물자원관_프라이머 라이브러리 현황.csv,환경부 국립생물자원관_프라이머 라이브러리 현황
L1000251,교육부 국사편찬위원회_한국역사자료 메타데이터 정보_고전국역서(1).csv,교육부 국사편찬위원회_한국역사자료 메타데이터 정보_고전국역서
L1000252,교육부 국사편찬위원회_한국역사자료 메타데이터 정보_고전국역서(2).csv,교육부 국사편찬위원회_한국역사자료 메타데이터 정보_고전국역서
L1000253,강원도_등기소포(창구)정보_4_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000254,강원도_등기소포(창구)정보_4_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000255,강원도_등기소포(창구)정보_4_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000256,강원도_등기소포(창구)정보_4_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000257,강원도_등기소포(창구)정보_4_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000258,강원도_등기소포(창구)정보_4_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000259,강원도_등기소포(택배)정보_4_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000260,강원도_등기소포(택배)정보_4_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000261,강원도_등기소포(택배)정보_4_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000262,강원도_등기소포(택배)정보_4_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000263,강원도_등기소포(택배)정보_4_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000264,강원도_등기소포(택배)정보_4_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000265,강원도_일반통상정보_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000266,강원도_일반통상정보_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000267,강원도_일반통상정보_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000268,강원도_일반통상정보_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000269,강원도_일반통상정보_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000270,강원도_일반통상정보_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000271,강원도_특수통상정보_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000272,강원도_특수통상정보_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000273,강원도_특수통상정보_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000274,강원도_특수통상정보_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000275,강원도_특수통상정보_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000276,강원도_특수통상정보_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000277,경기도_등기소포(창구)정보_2_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000278,경기도_등기소포(창구)정보_2_202102_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000279,경기도_등기소포(창구)정보_2_202103_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000280,경기도_등기소포(창구)정보_2_202104_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000281,경기도_등기소포(창구)정보_2_202105_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000282,경기도_등기소포(창구)정보_2_202106_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000283,경기도_등기소포(택배)정보_2_202101_2.csv,과학기술정보통신부 우정사업본부_우편물류 정보
L1000108,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page18.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000109,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page19.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000110,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page20.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000111,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page21.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000112,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page23.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000113,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page24.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000114,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page25.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000115,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page3.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000116,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page4.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000117,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page5.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000118,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page6.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000119,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page7.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000120,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page8.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000121,3-3생활권_복합커뮤니티센터_건립공사(실시설계)_Page9.csv,조달청_총사업비관리대상사업(설계적정성검토사례)
L1000122,GSTN_CRLTS_PT.csv,국립공원공단_국립공원 문화자원 공간데이터
L1000123,신재생자원지도데이터_풍력자원_공기밀도(2011).csv,한국에너지기술연구원_신재생자원지도데이터_풍력자원
L1000124,신재생자원지도데이터_풍력자원_기압(2011).csv,한국에너지기술연구원_신재생자원지도데이터_풍력자원
L1000125,신재생자원지도데이터_풍력자원_습도(2011).csv,한국에너지기술연구원_신재생자원지도데이터_풍력자원
L1000126,신재생자원지도데이터_풍력자원_온도(2011).csv,한국에너지기술연구원_신재생자원지도데이터_풍력자원
L1000127,신재생자원지도데이터_풍력자원_풍력밀도(2011).csv,한국에너지기술연구원_신재생자원지도데이터_풍력자원
L1000128,신재생자원지도데이터_풍력자원_풍속(2011).csv,한국에너지기술연구원_신재생자원지도데이터_풍력자원
L1000129,신재생자원지도데이터_풍력자원_풍향(2011).csv,한국에너지기술연구원_신재생자원지도데이터_풍력자원
L1000130,부표 2-1 경제활동참가율.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000131,부표 2-10 기초생활수급자.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000132,부표 2-11 공적연금 가입자 전체(국민연금+공무원연금+사학연금).csv,여성가족부_지역별 성평등 수준 분석 연구
L1000133,부표 2-12 국민연금 가입자.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000134,부표 2-13 공무원연금 가입자.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000135,부표 2-14 사학연금 가입자.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000136,부표 2-15 건강관련 삶의 질(EQ-5D).csv,여성가족부_지역별 성평등 수준 분석 연구
L1000137,부표 2-16 건강검진 수검률.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000138,부표 2-17 전반적인 사회 안전에 대한 인식.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000139,부표 2-18 강력범죄 피해자.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000140,부표 2-19 취업여부별 가사시간.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000141,부표 2-2 성별 임금격차.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000142,부표 2-20 가족관계 만족도(1).csv,여성가족부_지역별 성평등 수준 분석 연구
L1000143,부표 2-20 가족관계 만족도(2).csv,여성가족부_지역별 성평등 수준 분석 연구
L1000144,부표 2-21 셋째 아 이상 출생성비.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000145,부표 2-22 육아휴직자.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000146,부표 2-23 여가 시간.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000147,부표 2-24 여가활용 만족도.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000148,부표 2-25 인터넷 이용률.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000149,부표 2-26 지방자치단체위원회 위원 성비.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000150,부표 2-27 스트레스 인지율.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000151,부표 2-3 상용직 근로자.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000152,부표 2-4 광역 의회의원.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000153,부표 2-5 기초 의회의원.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000154,부표 2-6 5급 이상 지방자치단체 공무원.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000155,부표 2-7 관리직 근로자.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000156,부표 2-8 평균 교육년수.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000157,부표 2-9 고등교육기관 진학률.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000158,표 Ⅳ-1. 2016년 기준 지역성평등지수의 분야별 시도 순위와 점수.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000159,표 Ⅳ-11 인천광역시 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000160,표 Ⅳ-12 인천광역시 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000161,표 Ⅳ-14 광주광역시 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000162,표 Ⅳ-15 광주광역시 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000163,표 Ⅳ-17 대전광역시 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000164,표 Ⅳ-18 대전광역시 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000165,표 Ⅳ-2.서울특별시 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000166,표 Ⅳ-20 울산광역시 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000167,표 Ⅳ-21 울산광역시 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000168,표 Ⅳ-23 경기도 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000169,표 Ⅳ-24 경기도 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000170,표 Ⅳ-26 강원도 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000171,표 Ⅳ-27 강원도 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000172,표 Ⅳ-29 충청북도 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000173,표 Ⅳ-3.서울특별시 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000174,표 Ⅳ-30 충청북도 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000175,표 Ⅳ-32 충청남도 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000176,표 Ⅳ-33 충청남도 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000177,표 Ⅳ-35 전라북도 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000178,표 Ⅳ-36 전라북도 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000179,표 Ⅳ-38 전라남도 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000180,표 Ⅳ-39 전라남도 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000181,표 Ⅳ-41 경상북도 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000182,표 Ⅳ-42 경상북도 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000183,표 Ⅳ-44 경상남도 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000184,표 Ⅳ-45 경상남도 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000185,표 Ⅳ-47 제주특별자치도 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000186,표 Ⅳ-48 제주특별자치도 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000187,표 Ⅳ-5 부산광역시 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000188,표 Ⅳ-6 부산광역시 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000189,표 Ⅳ-8 대구광역시 정책 영역별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000190,표 Ⅳ-9 대구광역시 분야별 성평등 수준과 순위.csv,여성가족부_지역별 성평등 수준 분석 연구
L1000191,제주특별자치도_성연령별_관광객_300그리드단위_유동인구_비율포함_20141231.csv,제주특별자치도_ 성연령별_관광객_300그리드단위_유동인구현황
L1000192,제주특별자치도_성연령별_관광객_300그리드단위_유동인구_비율포함_평일_20141231.csv,제주특별자치도_ 성연령별_관광객_300그리드단위_유동인구현황
L1000193,제주특별자치도_성연령별_관광객_300그리드단위_유동인구_비율포함_휴일_20141231.csv,제주특별자치도_ 성연령별_관광객_300그리드단위_유동인구현황
L1000194,제주특별자치도_성연령별_관광객_300그리드단위_유동인구_비율포함_휴일전날_20141231.csv,제주특별자치도_ 성연령별_관광객_300그리드단위_유동인구현황
L1000195,서귀포시_일반건축물시가표준액_20170601.csv,제주특별자치도 서귀포시_일반건축물시가표준액
L1000196,서귀포시_일반건축물시가표준액_20180601.csv,제주특별자치도 서귀포시_일반건축물시가표준액
L1000197,서귀포시_일반건축물시가표준액_20190601.csv,제주특별자치도 서귀포시_일반건축물시가표준액
L1000198,서귀포시_일반건축물시가표준액_20200601.csv,제주특별자치도 서귀포시_일반건축물시가표준액
L1000199,재외공관 홈페이지 관련정보_20191001.csv,외교부_재외공관 홈페이지 관련 정보
L1000200,환경부 생태관광홈페이지 생태관광지역정보 20201211.CSV,환경부_생태관광홈페이지 생태관광지역정보
L1000201,경상남도_사회조사통계표(공통부문_노동부문)_가구의월평균소득_20161231.csv,경상남도_사회조사통계표(공통부문_노동부문)
