D314_한국과학기술정보연구원_개방데이터_종합진단결과보고서_R20211122.xlsx,F210003650
D356_한국어촌어항공단_개방데이터_종합진단결과보고서_R20211123.xlsx,F210003715
D366_한국영상자료원_개방데이터_종합진단결과보고서_R20211122.xlsx,F210003712
D535_경상북도교육청 경상북도경주교육지원청_개방데이터_종합진단결과보고서_R20211123.xlsx,F210003713
